channel,left_dollar,right_dollar,max_abs_dollar_change,median_dollar_change,mean_dollar_change,std_dollar_change,n
tiktok,-5389904.617793714,25509952.459170755,25509952.459170755,1112101.8868217617,5036794.052117341,12266174.27016051,14
moloco,-548631.5258105634,2084488.2387806012,2084488.2387806012,70557.42527721403,397745.41543367755,1004097.6074854247,14
google,-1675538.8597961767,547230.4906243898,1675538.8597961767,-450186.11481688824,-497058.40711480577,818894.6690047602,14
liveintent,-1095435.7479205928,620395.218302751,1095435.7479205928,-30623.197115171235,-106152.94179974271,638020.4129293853,14
beehiiv,-972625.241909046,820218.2886037356,972625.241909046,119320.89760441892,14105.839216927898,680779.4202881715,14
meta,-135452.88810343342,874258.7605339179,874258.7605339179,38275.51886162279,183804.80126837065,419898.89708911936,14
snapchat,-507352.59226426674,192044.76114499732,507352.59226426674,-52946.93766705599,-95423.87353982298,312282.61712896393,14
amazon,-27192.76685303421,25567.765852737626,27192.76685303421,2235.9043766589602,581.2884193377603,20438.773634515444,14
