channel,mu_slice_count,mu_sensitivity_roi_median,mu_sensitivity_roi_max,mu_sensitivity_contribution_median,mu_sensitivity_contribution_max,sigma_slice_count,sigma_sensitivity_roi_median,sigma_sensitivity_roi_max,sigma_sensitivity_contribution_median,sigma_sensitivity_contribution_max,mu_vs_sigma_roi_ratio,dominant_driver
amazon,3,0.02894448270089929,0.03429829315127189,45559.36281094738,53986.398638469254,5,0.01241986938131348,0.014946201659428587,19549.19495556428,23525.707164437714,2.330498156804144,mu
beehiiv,3,0.048320603926355704,0.0663507931896796,1585748.2435871046,2177449.063374754,5,0.017275156127289,0.0234820425541451,566922.7257236317,770615.5285812374,2.7971153238971445,mu
google,3,0.001971095209786,0.0022052233813640992,2029941.0641012415,2271058.9905158263,5,0.0004379015765153,0.0011202772202280002,450974.8630050123,1153722.418494897,4.501228850262272,mu
liveintent,3,0.01835671232702829,0.0273432108216609,1464842.0976869734,2181953.1506480314,5,0.008054905285437897,0.011613942512000597,642771.1098145675,926777.715345338,2.2789482528384997,mu
meta,3,0.008653339856149002,0.0175125994269426,727017.3801700298,1471335.272507035,5,0.0013377231173218006,0.0129044358634079,112389.89480542531,1084176.665882409,6.4687077199304825,mu
moloco,3,0.025446479727203597,0.038255390751486,2143190.591844555,3222001.4094237145,5,0.006162865891431696,0.020600729696452602,519057.89480168745,1735064.7533132033,4.129001048454119,mu
snapchat,3,0.0010552789441620018,0.002811398877141401,458248.2236409094,1220832.2249991857,5,0.000491561559028901,0.0024937185272574,213457.5056967754,1082881.5373394713,2.1467889927087596,mu
tiktok,3,0.1364613130172559,0.24373511770429712,23917369.7651541,42719088.69988576,5,0.031315159828712504,0.1553627287720641,5488561.119029439,27230192.56963269,4.357675763549389,mu
