channel,mu_sensitivity_roi_median,mu_sensitivity_roi_max,mu_sensitivity_contribution_median,mu_sensitivity_contribution_max
beehiiv,0.078674436,0.08938713000000001,2581876.8509670664,2933437.7652403354
tiktok,0.06821794,0.08049065500000001,11956456.07917298,14107476.439355468
meta,0.06368225,0.079969547,5350315.9852705635,6718706.478633302
google,0.051399766,0.074204148,52934274.89985265,76419467.92017208
liveintent,0.037413,0.03917156999999999,2985509.410640464,3125841.0409366153
amazon,0.02535688,0.028674580000000005,39912.383565858676,45134.528993705055
snapchat,0.006391603999999999,0.00848811,2775513.7117248103,3685908.215156708
moloco,0.004706916000000005,0.006172620000000004,396432.7559626335,519879.4195838794
