channel,n_runs,n_baseline_rows,roi_median,roi_mean,roi_min,roi_max,pct_change_abs_max,delta_abs_max,contribution_median,contribution_min,contribution_max,contribution_share_median,spend_share_median,effect_share_median,roi_range,contribution_range
meta,18,1,0.0697477654088288,0.17353441796925362,0.0130505430384801,1.502912668287754,,1.472920562271805,5932859.870634304,1096451.9789304172,126268429.17148197,0.062292594308533504,0.04371734568128637,0.062292594308533504,1.4898621252492739,125171977.19255155
tiktok,18,1,0.0874218789829562,0.16747106455436783,0.0153543900809017,1.136703911970059,,1.0996962474608638,15417328.113037411,2691140.931913078,199228390.632935,0.1633498435689423,0.09120037525761927,0.1633498435689423,1.1213495218891574,196537249.7010219
google,18,1,0.04264563011393565,0.07175845870209467,0.0077349201130467,0.4616583227862914,,0.4431985313876065,44857414.920329936,7965841.470803843,475440852.5551353,0.470984451055798,0.5358812722474189,0.470984451055798,0.45392340267324466,467475011.08433145
amazon,18,1,0.1366376714680033,0.14890529019710674,0.1239676862252721,0.3311360389459878,,0.1936245400660361,214309.1155458651,195128.3376501792,521216.6717234684,0.0020666687053530154,0.0008190390385875116,0.0020666687053530154,0.2071683527207157,326088.3340732892
beehiiv,18,1,0.14167749894666481,0.14084063334304284,0.0747908869343033,0.1938292396138422,,0.1061314770753961,4523190.358428812,2454429.5384459174,6360938.218858382,0.04701735819982971,0.017076333918912757,0.04701735819982971,0.11903835267953891,3906508.6804124643
liveintent,18,1,0.08400076971234124,0.0837821118600442,0.0501326599589083,0.1130335067794658,,0.0482608173310291,6516946.28462687,4000521.959954001,9019928.85381519,0.06842526199685278,0.041522994295304996,0.06842526199685278,0.0629008468205575,5019406.8938611895
moloco,18,1,0.07236768098392829,0.07206065548148383,0.0531079453385124,0.1065467263381773,,0.0339342357443336,6094305.270334452,4472934.960823471,8973734.046037817,0.06398770476214095,0.04382539477961466,0.06398770476214095,0.0534387809996649,4500799.085214347
snapchat,18,1,0.0276897179645796,0.027159789734998566,0.0161054396210238,0.0379816671618027,,0.0141633813067649,11834527.254867816,6993685.544584366,16493299.334838549,0.12335034172409036,0.2259572447812554,0.12335034172409036,0.0218762275407789,9499613.790254183
