channel,sigma_sensitivity_roi_median,sigma_sensitivity_roi_max,sigma_sensitivity_contribution_median,sigma_sensitivity_contribution_max
beehiiv,0.033401490000000006,0.04682536000000001,1096144.2903614575,1536678.4837478749
google,0.026438182999999997,0.053264057000000004,27227478.94950749,54854223.179137066
meta,0.024839576,0.048319126999999996,2086917.1635760837,4059570.721549858
tiktok,0.023546110999999998,0.042479390000000006,4126891.577301099,7445299.004998682
liveintent,0.020564715999999997,0.021258824999999995,1641037.9586012485,1696426.9664731175
amazon,0.011167640000000006,0.01776564,17578.153590087837,27963.575880508928
snapchat,0.004152078,0.005338020999999998,1803013.6756205354,2318001.9411363695
moloco,0.0026991499999999974,0.006946910000000001,227331.75464710686,585092.8031697143
