targets,n_channels,n_runs_used,excluded_fail_runs,overall_weighting,baseline_mu,baseline_sigma,baseline_dist,overall_model_robustness_score,overall_model_robustness_band,absolute_band,overall_prior_sensitivity_subscore,overall_data_influence_subscore,overall_cross_channel_subscore,target_subset_robustness_score,empirical_low_cutoff_q33,empirical_high_cutoff_q67,band_method,absolute_band_method,score_method,score_note,near_zero_baseline_fallback_rate,relative_rank_method
"google,meta,tiktok",3,23,True,spend,1.0,1.0,LogNormal,64.23811287734195,Medium,Medium,60.793545429431845,57.053703011172225,89.99039911259851,64.23811287734195,,,provisional_fixed_thresholds,provisional_fixed_thresholds,absolute_prior_sensitivity_v1,"Project-defined prior sensitivity heuristic, not an official Meridian metric; computed conditional on the selected structural profile.",0.0,score_rank_within_current_run
