channel,roi_prior_mu,n_points,roi_median,roi_mean,roi_min,roi_max,pct_change_median,contribution_median,contribution_value_mean,roi_range_over_sigma
beehiiv,4.0,24,1.0509397197995956,1.4257339491894365,1.0111580660566688,4.0955337159832315,,34488927.69072269,46788635.117130816,3.084375649926563
beehiiv,4.5,24,1.0491080913801367,1.4885504291737581,0.9852244324423372,4.559872317612172,,34428818.72450431,48850097.8206036,3.5746478851698344
beehiiv,5.0,24,1.053631910313852,1.5501359626677973,1.0095997685566545,5.139064782857895,,34577277.9188343,50871164.273278475,4.129465014301241
google,0.5,24,0.547003802609009,0.5102792612852277,0.1763083005984178,0.5751619932769487,,563334270.0153542,525513339.7410016,0.39885369267853094
google,1.0,24,0.546069165278847,0.5527871855255863,0.3784208317023391,0.7710414540767669,0.0,555311115.9820038,572749603.6652982,0.39262062237442785
google,1.5,24,0.5430150733593231,0.590575043839506,0.5075588395725936,1.2162810536225637,,559226459.6684363,608206304.2775903,0.70872221404997
google,2.0,24,0.5365574521245435,0.6302258759174341,0.494834798288842,1.6713865063587825,,552576050.0607164,649040887.9451685,1.1765517080699404
google,2.5,24,0.5355587784325083,0.6825580993893609,0.5055090118044366,2.1463047570983567,,551547561.5701377,702935458.270323,1.6407957452939201
google,3.0,24,0.5432246579695492,0.7329017431987449,0.5064050492768486,2.5685057223836583,,559442301.3003318,754782081.0908667,2.0621006731068094
google,3.5,24,0.5338390035741032,0.7721018143309305,0.5032110101760675,3.034723580876986,,549776443.8743747,795152446.6175288,2.5315125707009187
google,4.0,24,0.5327925678932418,0.8166957115869606,0.4867114448050658,3.4964074782530465,,548698767.4897056,841077667.6818908,3.0096960334479808
google,4.5,24,0.5344541161507368,0.869381305191459,0.4788853369591136,3.9516638829310735,,550409920.2646346,895336157.7910175,3.47277854597196
google,5.0,24,0.5284948495961725,0.9097828703953806,0.4792050048833092,4.406818142930667,,544272743.4144366,936943887.2676209,3.9276131380473576
liveintent,0.5,24,0.9739426429135104,0.91087571500365,0.3822645795925928,1.024125299146399,,77719373.63596421,72686713.68420754,0.6418607195538062
liveintent,1.0,24,0.9943059211752068,1.0019443497021632,0.886721475534141,1.2583910289561997,0.0,78782399.50830492,79535697.20853753,0.37166955342205865
liveintent,1.5,24,0.9765192742366344,1.0311826331445222,0.9111432444521536,1.488231340944767,,77924985.51052485,82287051.43511568,0.5770880964926134
liveintent,2.0,24,0.966889193058014,1.087053976461563,0.929500640705228,1.9926823941369851,,77156517.3849,86745512.96608484,1.0631817534317571
liveintent,2.5,24,0.970020153921408,1.1709089551322136,0.9432751121806602,2.5039740720391275,,77406364.04574007,93437032.70388408,1.5606989598584673
liveintent,3.0,24,0.9735831691169491,1.223653157410574,0.9291361478995532,2.9942040740450224,,77690688.0880928,97645952.39112566,2.065067926145469
liveintent,3.5,24,0.9820420627544324,1.2825873548342173,0.9014013302481424,3.4898809091250103,,78365696.95020795,102348825.75110294,2.5884795788768677
liveintent,4.0,24,0.9772809368682405,1.3481999282566701,0.9305476306130488,3.9970037041107815,,77985765.21154839,107584624.94948508,3.066456073497733
liveintent,4.5,24,0.9780958466107648,1.4051374530582041,0.8997527250042185,4.487374381224314,,78050793.96372354,112128166.39533424,3.5876216562200955
liveintent,5.0,24,0.968606704097862,1.4618931105374617,0.9197585591270278,4.989812428752582,,77293572.56284203,116657195.06214552,4.0700538696255535
meta,0.5,24,0.7504978524427861,0.7067080620970794,0.2999538127932464,0.799013789165765,,63053686.966711566,59374652.14494755,0.49905997637251864
meta,1.0,24,0.7496708377761145,0.7502071583476048,0.6148881539624805,0.92020530829827,0.0,62349228.51280172,63051793.770399615,0.30531715433578943
meta,1.5,24,0.7562917817508181,0.8065020281575723,0.7265367372023562,1.3904147499303023,,63540468.64597528,67758923.30130593,0.6638780127279461
meta,2.0,24,0.7564765784470364,0.8561143830300878,0.7151686733029783,1.8381115512053172,,63555994.490583494,71927145.61350965,1.122942877902339
meta,2.5,24,0.7579530631564557,0.9030961779727497,0.7036289102490991,2.3051663272579512,,63680042.55331391,75874359.29547642,1.601537417008852
meta,3.0,24,0.7587627562570075,0.9626166611814146,0.7052318511468669,2.761304105222225,,63748069.577155635,80875021.06170402,2.0560722540753584
meta,3.5,24,0.7583599162877848,1.0089532508855013,0.7006444915135701,3.227855690220992,,63714224.64977261,84768027.30122443,2.5272111987074215
meta,4.0,24,0.7616080867483591,1.0506896194324105,0.7012193605552117,3.691682340502739,,63987122.33065063,88274542.22184472,2.9904629799475275
meta,4.5,24,0.7579259978653863,1.1051031579394153,0.6728623366635292,4.1608977051575975,,63677768.64089003,92846139.87879251,3.488035368494068
meta,5.0,24,0.7566677804818998,1.1517441764895597,0.6653735566418618,4.597012843688329,,63572058.4849233,96764722.95520924,3.9316392870464676
moloco,0.5,24,1.0584324004563193,0.9963547467371648,0.5014094128601331,1.11272664085341,,89144839.95742528,83916445.11299245,0.6113172279932769
moloco,1.0,24,1.0658259584925447,1.0624499731678385,0.9928865223098546,1.1647817888731755,0.0,87871052.73769128,88635404.46677092,0.17189526656332088
moloco,1.5,24,1.0496800132095814,1.1185943197061878,1.0255731784521291,1.5992478986705343,,88407683.61185282,94211885.01457667,0.5736747202184052
moloco,2.0,24,1.0623301892727612,1.1837693582483593,1.0064627155909935,2.0823883835723005,,89473125.22163278,99701152.32872544,1.075925667981307
moloco,2.5,24,1.0603783052135258,1.2373532461183558,1.0025929727125913,2.646654810557763,,89308730.79077354,104214172.81676805,1.6440618378451717
moloco,3.0,24,1.050167663075651,1.2947304073851167,0.9487767272877196,3.0722636512170234,,88448755.17130932,109046675.91864927,2.123486923929304
moloco,3.5,24,1.055427628789718,1.3653538246993493,0.993256080430001,3.5299380766848723,,88891767.68827298,114994824.54959583,2.5366819962548712
moloco,4.0,24,1.0579080293575922,1.4148611802730657,0.965332956040899,4.0071737251679105,,89100675.60866368,119164505.37893514,3.0418407691270115
moloco,4.5,24,1.049034690532523,1.4694472245035124,0.9804181196354328,4.510925819277763,,88353332.30255574,123761930.94407676,3.5305076996423304
moloco,5.0,24,1.0385037138313056,1.5300566559709194,0.9514308100721488,5.002747057080269,,87466376.99750209,128866667.02901061,4.05131624700812
snapchat,0.5,24,0.8466617616250489,0.7976944719397822,0.2998353259674817,0.902104878909886,,367657528.3111105,346393791.7048598,0.6022695529424043
snapchat,1.0,24,0.8496972901808719,0.8477446935316161,0.7170752260849501,0.974127583814164,0.0,365576693.56023145,367703833.2713055,0.25705235772921387
snapchat,1.5,24,0.8497682826950526,0.9046781525465971,0.8151042030286044,1.449516347050667,,369006515.48640436,392850780.0375228,0.6344121440220625
snapchat,2.0,24,0.8316458638571202,0.9446921820457405,0.7890444479386012,1.9235106192032496,,361136969.44220316,410226619.89497226,1.1344661712646484
snapchat,2.5,24,0.8632806454397117,1.0195324023736692,0.7882310538987318,2.443759467502435,,374874173.75741136,442725513.3978665,1.6555284136037032
snapchat,3.0,24,0.8484496900066734,1.0994212993760852,0.7980196089111269,2.899317341645559,,368433924.9306102,477416762.8940456,2.101297732734432
snapchat,3.5,24,0.8368537665329252,1.1166168732725137,0.7829452631808818,3.385846226811409,,363398468.3219875,484883832.36995715,2.6029009636305274
snapchat,4.0,24,0.8363067836935321,1.1683937515544758,0.7611919995366285,3.8726336950063702,,363160944.474951,507367615.09834474,3.1114416954697415
snapchat,4.5,24,0.8364787709076578,1.2318637993401433,0.785219944336762,4.340397642254829,,363235628.83760035,534929082.9103289,3.555177697918067
snapchat,5.0,24,0.8249393501350035,1.2687992936350767,0.7821167646596829,4.829619862437248,,358224708.1704464,550968088.2781397,4.047503097777565
tiktok,0.5,24,0.7425392262986861,0.6938885653096238,0.285314457443989,0.772071970384568,,130143737.06246959,121616808.64249007,0.486757512940579
tiktok,1.0,24,0.7488587023581688,0.745396205235803,0.650140752599885,0.9076205254470308,0.0,128669454.54059514,130338460.81013957,0.25747977284714574
tiktok,1.5,24,0.73543730898217,0.7906829342573959,0.7078470546503862,1.394232651044925,,128898994.66079573,138581812.5847859,0.6863855963945388
tiktok,2.0,24,0.7409549052392443,0.8436079755534108,0.6911964941086869,1.88438494309783,,129866055.48541632,147857905.23349705,1.193188448989143
tiktok,2.5,24,0.7332859074277803,0.8985560518307224,0.6786798284730563,2.351390451192856,,128521921.73549595,157488572.19067463,1.6727106227197996
tiktok,3.0,24,0.7509157646680251,0.9577830579312933,0.6444290944809715,2.832423893213272,,131611880.38530387,167869200.76348683,2.1879947987323005
tiktok,3.5,24,0.7394923801138066,1.0082588318877646,0.6712703441642225,3.307221245169639,,129609720.89913327,176716013.99726102,2.6359509010054163
tiktok,4.0,24,0.7418125441134907,1.0703418120263894,0.6505726242593179,3.8046923718849817,,130016372.56523022,187597204.85836932,3.1541197476256637
tiktok,4.5,24,0.741711277406818,1.1249722199812662,0.6434352298608671,4.296481956442197,,129998623.70135927,197172194.56488618,3.6530467265813305
tiktok,5.0,24,0.7380019868134211,1.1795914367131708,0.6274730595325431,4.768991279403369,,129348501.89960393,206745222.80252936,4.141518219870825
