channel,n_runs,n_baseline_rows,roi_median,roi_mean,roi_min,roi_max,pct_change_abs_max,delta_abs_max,contribution_median,contribution_min,contribution_max,contribution_share_median,spend_share_median,effect_share_median,roi_range,contribution_range
beehiiv,240,8,1.053226297412378,1.2740618976289264,0.4925107394495474,5.139064782857895,0.0,4.0894697817073515,34625894.66385013,16162836.897076178,168649857.22275648,0.02396405138282122,0.01707633391891276,0.02396405138282122,4.646554043408348,152487020.3256803
liveintent,240,8,0.9756469100620597,1.1923436633541238,0.3822645795925928,4.989812428752582,0.0,3.9773872912457833,77810109.2821848,30504223.123732552,398180631.42147315,0.05490347765828302,0.041522994295305,0.05490347765828302,4.607547849159989,367676408.2977406
amazon,240,8,1.0203788062154004,1.2396862265258461,0.4974813417593638,5.062578792770704,0.0,4.042199986555304,1607584.8638252653,783048.4716241807,7968629.681942183,0.001099195105048785,0.0008190390385875117,0.001099195105048785,4.565097451011341,7185581.210318002
snapchat,240,8,0.8416988619805004,1.0399436919615699,0.2998353259674817,4.829619862437248,0.0,3.979922572256376,364240257.22116685,130201598.61002402,2097231954.7038708,0.2604512606490431,0.22595724478125545,0.2604512606490431,4.529784536469767,1967030356.0938468
moloco,240,8,1.056287267510779,1.267297093680987,0.5014094128601331,5.002747057080269,0.0,3.920164703708142,88840281.4069601,42230436.10843033,421348671.4490518,0.06317745172670285,0.043825394779614675,0.06317745172670285,4.501337644220135,379118235.3406215
tiktok,240,8,0.7408274105400778,0.931307909072684,0.285314457443989,4.768991279403369,0.0,4.020103121350209,129725321.15782973,50006637.245013885,835853952.4081985,0.09205058059720339,0.09120037525761929,0.09205058059720339,4.48367682195938,785847315.1631846
meta,240,8,0.7544787042106813,0.9301734675533395,0.2999538127932464,4.597012843688329,0.0,3.847342005912215,63440730.17939592,25200863.339950465,386221769.83507586,0.0442132573025297,0.043717345681286386,0.0442132573025297,4.297059030895083,361020906.4951254
google,240,8,0.5378764238053312,0.7067288910660591,0.1763083005984178,4.406818142930667,0.0,3.86074897765182,552835833.1495603,181571878.18719843,4538381030.986601,0.397710621201838,0.535881272247419,0.397710621201838,4.230509842332249,4356809152.799402
