channel,left_dollar,right_dollar,max_abs_dollar_change,median_dollar_change,mean_dollar_change,std_dollar_change,n
google,-51847655.125808984,1680189451.1793976,1680189451.1793976,-9535896.503908515,171161508.25617325,635444686.3570318,232
snapchat,-27279725.207277503,868599438.5176407,868599438.5176407,-4735430.213853598,85462034.16155626,308099707.2083582,232
tiktok,-12954858.906657016,333862508.36697054,333862508.36697054,-1531183.6556453854,33074934.101497997,122493232.12803735,232
moloco,-7345288.059360121,184020964.8117032,184020964.8117032,-2338551.1670280173,16093773.847168187,64711234.31131099,232
liveintent,-6591938.9016398955,174394728.61014935,174394728.61014935,-2980118.061131969,14852345.775046397,62411037.64583979,232
meta,-3742101.0869528046,146995245.06098524,146995245.06098524,456525.5219800621,15688008.751647677,53993209.25312938,232
beehiiv,-1209842.7995058023,74109799.82580835,74109799.82580835,181096.91072306037,7620394.3126779115,25699103.79025397,232
amazon,-54035.85963261528,3510235.406424453,3510235.406424453,1482.2874774637166,357098.834236112,1235611.0482574364,232
