channel,mu_slice_count,mu_sensitivity_roi_median,mu_sensitivity_roi_max,mu_sensitivity_contribution_median,mu_sensitivity_contribution_max,sigma_slice_count,sigma_sensitivity_roi_median,sigma_sensitivity_roi_max,sigma_sensitivity_contribution_median,sigma_sensitivity_contribution_max,mu_vs_sigma_roi_ratio,dominant_driver
amazon,3,4.506979119380316,4.551070174469497,7094101.456331501,7163501.915005549,10,1.812153358447055,4.080464210553717,2852376.1567865545,6422755.981744545,2.487084825559478,mu
beehiiv,3,4.509324255435107,4.646554043408348,147983519.1778458,152487020.3256803,10,1.8533400833792983,4.129465014301241,60821482.828887165,135517592.1096245,2.433079765486432,mu
google,3,3.2912715269314745,4.075660452825638,3389530446.0461636,4197336828.504827,10,1.8514482092003648,3.9276131380473576,1906722074.73964,4044869650.762062,1.7776740988898443,mu
liveintent,3,4.496171833836319,4.521641520203702,358788745.1360467,360821193.43839836,10,1.8128834430019682,4.0700538696255535,144665773.3802865,324785078.170174,2.480121847431665,mu
meta,3,3.5852331105809814,4.139427007466244,301216273.333036,347777323.94674087,10,1.8288048355421052,3.9316392870464676,153648524.44034296,330319869.7565252,1.9604241201157069,mu
moloco,3,4.435711737633488,4.4741106580710035,373590994.3593312,376825084.3356626,10,1.8837743808872378,4.05131624700812,158657998.0239569,341215875.7618836,2.354693737550627,mu
snapchat,3,4.032684533824988,4.361709221896405,1751167816.199476,1894044711.1444998,10,1.8784130731690676,4.047503097777565,815689025.9258692,1757602684.1040654,2.1468571484234045,mu
tiktok,3,3.9702636864318626,4.346038515024508,695862164.5502337,761723655.4385062,10,1.93035271072605,4.141518219870825,338330025.8423008,725877689.9006361,2.0567555682290597,mu
