index,channel,max_change,median_change,mean_change,n
2,google,3976009301.333132,20753501.087055802,207630356.17006156,232
6,snapchat,1728256267.2688503,10308652.659743488,104072095.61336574,232
7,tiktok,704597447.5947233,3781896.2103004903,40381525.91199425,232
5,moloco,330169838.87506366,3385294.800328091,22492130.32950522,232
4,meta,323237565.17766,1742046.2306729294,17977894.103481,232
3,liveintent,317390404.07815635,3524801.461248353,21834342.835991103,232
1,beehiiv,134205059.4696294,735750.5543202721,8586824.98776047,232
0,amazon,6362527.105594381,24424.084927224903,400668.64189184806,232
