channel,target_channel,in_target_set,n_runs_used,n_self_rows,n_cross_rows,channel_total_spend,sensitivity_mu_elasticity_median,sensitivity_sigma_elasticity_median,sensitivity_joint_elasticity_median,sensitivity_any_elasticity_median,sensitivity_dist_shift_median,sensitivity_fragility,prior_sensitivity_raw,prior_sensitivity_subscore,data_diffuse_shift_median,data_influence_raw,data_influence_subscore,cross_channel_fragility,max_cross_channel_fragility,cross_channel_subscore,near_zero_baseline_fallback_rate,score_method,band_method,overall_channel_robustness_score,relative_rank,relative_rank_total,relative_rank_label,relative_rank_method,absolute_band,robustness_band,targets
tiktok,tiktok,True,3,3,21,1752685.00913,,,0.7864340146144637,0.7864340146144637,,0.7864340146144637,0.7864340146144637,55.9774383951043,,16.098952457061657,16.098952457061657,0.02855621581509493,0.0928235693801561,89.74849089921207,0.0,absolute_prior_sensitivity_v1,provisional_fixed_thresholds,51.0734747862098,6,6,6 / 6 tested channels,score_rank_within_current_run,Medium,Medium,"amazon,beehiiv,liveintent,meta,moloco,tiktok"
liveintent,liveintent,True,5,5,35,797987.173079,0.9514659933897581,0.0314612823881296,0.6492444162962306,0.6492444162962306,,0.6492444162962306,0.6492444162962306,60.6338266250273,0.0314612823881296,35.29659954499442,35.29659954499442,0.32299932345088556,0.5100499757464125,43.630068966639655,0.0,absolute_prior_sensitivity_v1,provisional_fixed_thresholds,51.74895620626093,5,6,5 / 6 tested channels,score_rank_within_current_run,Medium,Medium,"amazon,beehiiv,liveintent,meta,moloco,tiktok"
amazon,amazon,True,17,17,119,15740.258094,0.7173106587939446,0.14377891679007895,0.5350119910934772,0.5350119910934772,,0.5350119910934772,0.5350119910934772,65.14607089731219,0.23028954982494854,29.5246135938764,29.5246135938764,0.31983405804079,0.530591195569708,43.87242153611402,0.0,absolute_prior_sensitivity_v1,provisional_fixed_thresholds,53.04965916727351,4,6,4 / 6 tested channels,score_rank_within_current_run,Medium,Medium,"amazon,beehiiv,liveintent,meta,moloco,tiktok"
moloco,moloco,True,5,5,35,842234.6095886,0.6901525472419107,0.02083496537580354,0.5278599489353714,0.5278599489353714,,0.5278599489353714,0.5278599489353714,65.45102518701471,0.02083496537580354,39.55762255462538,39.55762255462538,0.3204066684928597,0.5275222686705742,43.82837961213798,0.0,absolute_prior_sensitivity_v1,provisional_fixed_thresholds,55.73427769268587,3,6,3 / 6 tested channels,score_rank_within_current_run,Medium,Medium,"amazon,beehiiv,liveintent,meta,moloco,tiktok"
meta,meta,True,3,3,21,840158.1265220001,0.44058152827523633,0.5129346338011991,0.44058152827523633,0.44058152827523633,,0.44058152827523633,0.44058152827523633,69.41641138473219,0.5129346338011991,47.10998075195246,47.10998075195246,0.21296099311421682,0.5446053221244025,54.00022976413537,0.0,absolute_prior_sensitivity_v1,provisional_fixed_thresholds,61.52737648344773,2,6,2 / 6 tested channels,score_rank_within_current_run,Medium,Medium,"amazon,beehiiv,liveintent,meta,moloco,tiktok"
beehiiv,beehiiv,True,1,1,7,328172.2732613,,,0.013328882005632037,0.013328882005632037,,0.013328882005632037,0.013328882005632037,98.68464402403582,,20.328464172023306,20.328464172023306,0.00823971771797397,0.05525559062959709,96.80927558673501,0.0,absolute_prior_sensitivity_v1,provisional_fixed_thresholds,78.81429379543756,1,6,1 / 6 tested channels,score_rank_within_current_run,High,High,"amazon,beehiiv,liveintent,meta,moloco,tiktok"
