channel,sigma_sensitivity_roi_median,sigma_sensitivity_roi_max,sigma_sensitivity_contribution_median,sigma_sensitivity_contribution_max
google,0.8390308569557965,1.4839840383362026,518447769.17728084,916972490.0959513
tiktok,0.5801445479290851,1.7122289341439805,61008639.137028486,180059879.10436758
beehiiv,0.3400950006985416,1.0335671086174743,6696584.970242629,20351284.05618633
snapchat,0.08173429161154971,0.909423572998785,21295560.277448714,236946869.35772905
amazon,0.05874563216542217,0.800122498976416,55480.284730735875,755648.0784423022
meta,0.05151695232527953,0.41824090464370484,2596943.168983802,21083309.692819297
moloco,0.04620215263566932,0.06947519088319187,2334783.1192353535,3510864.6161759123
liveintent,0.03813947814031665,0.06511124023119919,1826088.860633975,3117476.071665738
