channel,mu_slice_count,mu_sensitivity_roi_median,mu_sensitivity_roi_max,mu_sensitivity_contribution_median,mu_sensitivity_contribution_max,sigma_slice_count,sigma_sensitivity_roi_median,sigma_sensitivity_roi_max,sigma_sensitivity_contribution_median,sigma_sensitivity_contribution_max,mu_vs_sigma_roi_ratio,dominant_driver
amazon,4,0.541238032428082,1.0150225392676657,511153.57924240513,958603.0043580184,6,0.05874563216542217,0.800122498976416,55480.284730735875,755648.0784423022,9.213247223283028,mu
beehiiv,4,0.8060126979082513,1.570447661032667,15870661.161001453,30922642.73753891,6,0.3400950006985416,1.0335671086174743,6696584.970242629,20351284.05618633,2.3699633815631906,mu
google,4,1.2743466659939684,1.9833826880545047,787434908.5803473,1225557226.5572474,6,0.8390308569557965,1.4839840383362026,518447769.17728084,916972490.0959513,1.5188317037797647,mu
liveintent,4,0.05116073688453379,0.06511124023119919,2449536.7079476565,3117476.071665738,6,0.03813947814031665,0.06511124023119919,1826088.860633975,3117476.071665738,1.3414115603866266,mu
meta,4,0.40998285775101984,0.44448476711598534,20667025.78045395,22406249.352464028,6,0.05151695232527953,0.41824090464370484,2596943.168983802,21083309.692819297,7.95821257364714,mu
moloco,4,0.05139898121162936,0.08525463921755239,2597400.0524417087,4308264.466620732,6,0.04620215263566932,0.06947519088319187,2334783.1192353535,3510864.6161759123,1.1124802261258266,balanced
snapchat,4,0.4818234204867622,0.7083049685818454,125537268.28425145,184546178.30344838,6,0.08173429161154971,0.909423572998785,21295560.277448714,236946869.35772905,5.894997203581032,mu
tiktok,4,1.495126509503316,1.8922704073864347,157229149.19755948,198993238.57479134,6,0.5801445479290851,1.7122289341439805,61008639.137028486,180059879.10436758,2.5771620449427632,mu
