channel,count,pct_runs
amazon,50,81.9672131147541
liveintent,41,67.21311475409836
beehiiv,9,14.754098360655737
max_r_hat,1,1.639344262295082
beta_gm,1,1.639344262295082
moloco,1,1.639344262295082
