index,channel,max_change,median_change,mean_change,n
2,google,1131842610.892305,6673984.730317771,124356598.4289176,55
7,tiktok,167133438.5721181,3372407.35905537,19624845.93479646,55
6,snapchat,137211049.0281736,5195701.624890596,17140047.197422486,55
1,beehiiv,20493605.54965854,589064.6591081582,1986155.075930815,55
4,meta,20109104.18918463,428873.96449454874,1739296.2937856058,55
5,moloco,2349094.8389853016,448388.04971588776,589421.5161969218,55
3,liveintent,2242168.945756577,371051.23822656274,576037.7041433834,55
0,amazon,489423.85770885635,19296.56637474161,57889.93147504868,55
