channel,mu_sensitivity_roi_median,mu_sensitivity_roi_max,mu_sensitivity_contribution_median,mu_sensitivity_contribution_max
tiktok,1.495126509503316,1.8922704073864347,157229149.19755948,198993238.57479134
google,1.2743466659939684,1.9833826880545047,787434908.5803473,1225557226.5572474
beehiiv,0.8060126979082513,1.570447661032667,15870661.161001453,30922642.73753891
amazon,0.541238032428082,1.0150225392676657,511153.57924240513,958603.0043580184
snapchat,0.4818234204867622,0.7083049685818454,125537268.28425145,184546178.30344838
meta,0.40998285775101984,0.44448476711598534,20667025.78045395,22406249.352464028
moloco,0.05139898121162936,0.08525463921755239,2597400.0524417087,4308264.466620732
liveintent,0.05116073688453379,0.06511124023119919,2449536.7079476565,3117476.071665738
