channel,target_channel,in_target_set,n_runs_used,n_self_rows,n_cross_rows,channel_total_spend,sensitivity_mu_elasticity_median,sensitivity_sigma_elasticity_median,sensitivity_joint_elasticity_median,sensitivity_any_elasticity_median,sensitivity_dist_shift_median,sensitivity_fragility,prior_sensitivity_raw,prior_sensitivity_subscore,data_diffuse_shift_median,data_influence_raw,data_influence_subscore,cross_channel_fragility,max_cross_channel_fragility,cross_channel_subscore,near_zero_baseline_fallback_rate,score_method,band_method,overall_channel_robustness_score,relative_rank,relative_rank_total,relative_rank_label,relative_rank_method,absolute_band,robustness_band,targets
channel3,channel3,True,8,8,32,87860358.24888599,1.202825905073616,1.106976816113911,0.8744306062033704,0.8744306062033704,,1.106976816113911,1.106976816113911,47.461367033187905,0.2841650360461684,57.50785453479574,57.50785453479574,0.038566895120458446,0.14383017562199463,86.63502440071679,0.0,absolute_prior_sensitivity_v1,provisional_fixed_thresholds,55.84903751371919,5,5,5 / 5 tested channels,score_rank_within_current_run,Medium,Medium,"channel0,channel1,channel2,channel3,channel4"
channel1,channel1,True,8,8,32,31320298.2023646,1.2549670085792184,0.7542417750414236,0.8512038783732823,0.8512038783732823,,0.8512038783732823,0.8512038783732823,54.018901520384404,0.21209784095806572,53.804674916060144,53.804674916060144,0.025584568466193378,0.10623072180596384,90.71625504701221,0.0,absolute_prior_sensitivity_v1,provisional_fixed_thresholds,59.46994789829751,4,5,4 / 5 tested channels,score_rank_within_current_run,Medium,Medium,"channel0,channel1,channel2,channel3,channel4"
channel0,channel0,True,8,8,32,40501713.0799782,1.1888688773979892,0.7145203061923141,0.8550642998024498,0.8550642998024498,,0.8550642998024498,0.8550642998024498,53.90648723639889,0.15144701502825228,55.97324564336567,55.97324564336567,0.026250033047554237,0.12591090799112353,90.49772673039445,0.0,absolute_prior_sensitivity_v1,provisional_fixed_thresholds,59.91186276223992,3,5,3 / 5 tested channels,score_rank_within_current_run,Medium,Medium,"channel0,channel1,channel2,channel3,channel4"
channel2,channel2,True,8,8,32,12079349.341539,1.2156223202413918,0.6369813547167917,0.7491078796949873,0.7491078796949873,,0.7491078796949873,0.7491078796949873,57.17200245958425,0.2133664360425585,51.44546126412351,51.44546126412351,0.026583028059923464,0.06450427105377533,90.38877105135892,0.0,absolute_prior_sensitivity_v1,provisional_fixed_thresholds,60.72288244948526,2,5,2 / 5 tested channels,score_rank_within_current_run,Medium,Medium,"channel0,channel1,channel2,channel3,channel4"
channel4,channel4,True,8,8,32,47730683.477718174,1.249341269713242,0.7311434520014033,0.8238315114213308,0.8238315114213308,,0.8238315114213308,0.8238315114213308,54.829626187382274,0.13050639195745023,58.674511753340454,58.674511753340454,0.028554247679748054,0.09141557340742398,89.7491250204963,0.0,absolute_prior_sensitivity_v1,provisional_fixed_thresholds,61.02877240383892,1,5,1 / 5 tested channels,score_rank_within_current_run,Medium,Medium,"channel0,channel1,channel2,channel3,channel4"
