channel,mu_sensitivity_roi_median,mu_sensitivity_roi_max,mu_sensitivity_contribution_median,mu_sensitivity_contribution_max
moloco,1.0233774857021247,1.064473036255998,86192393.71320918,89653603.21086621
amazon,1.0111724514110638,1.0310211959807203,1591611.536275282,1622853.9725121097
liveintent,1.008105587605387,1.053302721832103,80445532.80183671,84052206.13912159
google,0.8334912022088734,0.9328065754954393,858374577.5094224,960654951.1463875
snapchat,0.5194259320277101,0.616859875782781,225557433.87236592,267867509.22741348
beehiiv,0.5073229368372509,0.5588932832161663,16648932.145947954,18341327.926352087
meta,0.4970821578583371,0.5933321765131161,41762761.44737736,49849284.98244804
tiktok,0.49301869003723076,1.362599141629568,86410646.72491643,238820708.89875495
