channel,sigma_sensitivity_roi_median,sigma_sensitivity_roi_max,sigma_sensitivity_contribution_median,sigma_sensitivity_contribution_max
google,0.3716237198458596,1.0360594095629252,382718321.04501337,1066990336.0724038
moloco,0.3226793004551049,1.0631418821650247,27177167.464112785,89541488.8062549
amazon,0.291561985843485,1.0259772948641332,458926.0907575627,1614914.74197454
liveintent,0.2900828383543801,1.053302721832103,23148238.413714424,84052206.13912159
tiktok,0.2860635737508226,0.8009545803318422,50137933.7371221,140382108.59416303
snapchat,0.21469615326282418,0.576822436970251,93230450.01466617,250481504.0233176
meta,0.0750597256763528,0.5933321765131161,6306203.850149989,49849284.98244804
beehiiv,0.053699685801693764,0.5358541267178953,1762274.7962959372,17585246.690146044
