channel,left_dollar,right_dollar,max_abs_dollar_change,median_dollar_change,mean_dollar_change,std_dollar_change,n
google,-13315641.871147191,630436231.0462215,630436231.0462215,5337628.330137253,83275804.09215088,238038847.6908641,28
snapchat,-42403164.45504357,159068494.8624276,159068494.8624276,-6842256.946662858,8467465.552867116,62288225.67418316,28
moloco,-293232.53922889713,71947051.30552068,71947051.30552068,779207.3568865396,10202484.693427984,24747720.20284937,28
liveintent,-2144245.17108703,65991198.849717,65991198.849717,168002.80876573548,8496078.603715634,22844884.01196463,28
meta,-986954.3576779902,21771394.03804906,21771394.03804906,-339659.93349960446,2377359.1666030725,9675226.72185586,28
tiktok,-1872250.8756512091,1268770.9250694162,1872250.8756512091,347413.8139311597,22345.788921042735,1201258.216775119,28
amazon,-21702.77429186878,1304619.690688779,1304619.690688779,-5153.851532419096,162195.21741962415,452245.2944890463,28
beehiiv,-596438.2566983865,354053.7136738678,596438.2566983865,-76612.15477215312,-34404.56040833505,402436.7182006946,28
