index,channel,max_change,median_change,mean_change,n
2,google,949282819.9763932,10720834.981140494,98519236.73875773,28
6,snapchat,210866375.45776463,9497879.520563006,31062977.891560037,28
5,moloco,89547197.65173787,1125260.5607847683,10329425.961371798,28
3,liveintent,80574527.0831441,515063.23397377506,9180215.794792157,28
4,meta,40520462.59723795,577052.0069726408,3322760.414184917,28
7,tiktok,4199827.406040251,668053.7975075543,855837.7457791604,28
0,amazon,1591279.6345485942,9033.156207426451,177143.05560052252,28
1,beehiiv,1365462.964288842,188204.6109913299,277244.79947995645,28
