channel,n_runs,n_baseline_rows,roi_median,roi_mean,roi_min,roi_max,pct_change_abs_max,delta_abs_max,contribution_median,contribution_min,contribution_max,contribution_share_median,spend_share_median,effect_share_median,roi_range,contribution_range
google,27,3,0.2170244686615964,0.23045394626716623,0.0710761134921146,0.632452226827542,190.9494272410012,0.4150769142775485,37944918.85603865,12493239.87648262,111167831.1033239,0.2163250941998734,0.35395219794251787,0.2163250941998734,0.5613761133354274,98674591.22684129
meta,27,3,0.6286957863283654,0.6176008755830403,0.4119370890688151,0.8334410057216882,34.47751710337344,0.2167586972595503,123346747.40683733,82876664.37214865,167678056.52392614,0.7038874452510774,0.4051301589678128,0.7038874452510774,0.4215039166528731,84801392.15177749
tiktok,27,3,0.1214903452402601,0.1337177938501958,0.0376736966504055,0.443440565119187,264.12374606338943,0.3216576355757813,14494864.733441208,4507270.631640542,53053106.377822995,0.08124137864541003,0.24091764308966926,0.08124137864541003,0.4057668684687815,48545835.74618246
