channel,mu_slice_count,mu_sensitivity_roi_median,mu_sensitivity_roi_max,mu_sensitivity_contribution_median,mu_sensitivity_contribution_max,sigma_slice_count,sigma_sensitivity_roi_median,sigma_sensitivity_roi_max,sigma_sensitivity_contribution_median,sigma_sensitivity_contribution_max,mu_vs_sigma_roi_ratio,dominant_driver
google,3,0.262909109677421,0.4662338516069577,46212242.22223265,81951179.66471733,3,0.2427076160527456,0.4550340813134487,42661371.28520112,79982565.87924585,1.0832338677838818,balanced
meta,3,0.17107353585772211,0.4215039166528731,34417886.591097176,84801392.15177749,3,0.17107353585772211,0.4215039166528731,34417886.591097176,84801392.15177749,1.0,balanced
tiktok,3,0.1613313660118729,0.3466376238347342,19301639.940872088,41471629.2969658,3,0.16718769991382332,0.32631427313201133,20002290.10669694,39040149.24846017,0.9649715026585743,balanced
