channel,sigma_sensitivity_roi_median,sigma_sensitivity_roi_max,sigma_sensitivity_contribution_median,sigma_sensitivity_contribution_max
google,0.2427076160527456,0.4550340813134487,42661371.28520112,79982565.87924585
meta,0.17107353585772211,0.4215039166528731,34417886.591097176,84801392.15177749
tiktok,0.16718769991382332,0.32631427313201133,20002290.10669694,39040149.24846017
