channel,spend_reference,immediate_component,carryover_component,immediate_share,carryover_share,struct_profile_id,run_id
meta,2011876.73,953323.8271520844,1058552.9028479157,0.4738480310133536,0.5261519689866464,alpha=0.5500|ec=0.5000|slope=1.2900|lag=4.0000|decay=geometric,"multi|google,meta,tiktok|pmode=roi|rpk=revenue_per_subscription|target=tiktok|mu=1.500000|sigma=0.500000|dist=LogNormal|1.500000|0.500000|LogNormal|alpha=0p55|ec=0p5|slope=1p29|lag=4|decay=geometric"
google,1757726.9300000002,832895.4448396469,924831.4851603532,0.4738480310133536,0.5261519689866464,alpha=0.5500|ec=0.5000|slope=1.2900|lag=4.0000|decay=geometric,"multi|google,meta,tiktok|pmode=roi|rpk=revenue_per_subscription|target=tiktok|mu=1.500000|sigma=0.500000|dist=LogNormal|1.500000|0.500000|LogNormal|alpha=0p55|ec=0p5|slope=1p29|lag=4|decay=geometric"
tiktok,1196397.23,566910.4717453304,629486.7582546696,0.4738480310133536,0.5261519689866464,alpha=0.5500|ec=0.5000|slope=1.2900|lag=4.0000|decay=geometric,"multi|google,meta,tiktok|pmode=roi|rpk=revenue_per_subscription|target=tiktok|mu=1.500000|sigma=0.500000|dist=LogNormal|1.500000|0.500000|LogNormal|alpha=0p55|ec=0p5|slope=1p29|lag=4|decay=geometric"
