targets,n_channels,n_runs_used,excluded_fail_runs,overall_weighting,baseline_mu,baseline_sigma,baseline_dist,overall_model_robustness_score,overall_model_robustness_band,overall_prior_sensitivity_subscore,overall_data_influence_subscore,overall_cross_channel_subscore,overall_adstock_proxy_subscore,target_subset_robustness_score,empirical_low_cutoff_q33,empirical_high_cutoff_q67,adstock_note
tiktok,8,14,True,spend,1.5,1.5,LogNormal,77.3966973996874,High,76.13804710699864,80.62977252609085,75.52367059641253,76.20382997797891,0.0,35.95238095238094,61.42857142857143,Proxy-only (no adstock sweep in current experiment design)
