index,channel,max_change,median_change,mean_change,n
2,google,12228146.460206425,1281352.505223299,3418138.887339179,14
3,liveintent,2126368.521061008,1062584.5167975426,1050916.6951703555,14
6,snapchat,1117531.1887767073,625949.6555360025,522536.3111336882,14
1,beehiiv,1116070.586033539,456227.1890362776,493495.52365196357,14
5,moloco,423093.06274267286,212807.5975127439,233605.31225676576,14
7,tiktok,403456.54882191215,111357.97590821236,145949.61820923784,14
4,meta,122376.59567410406,52442.90539604903,54631.761019449084,14
0,amazon,16985.951714756287,5967.936965611094,6371.876402342233,14
