channel,n_rows,n_applicable,n_fail,max_prior_neg_prob,fail_rate_pct
amazon,15,15,0,0.0,0.0
beehiiv,15,15,0,0.0,0.0
google,15,15,0,0.0,0.0
liveintent,15,15,0,0.0,0.0
meta,15,15,0,0.0,0.0
moloco,15,15,0,0.0,0.0
snapchat,15,15,0,0.0,0.0
tiktok,15,15,0,0.0,0.0
