channel,sigma_sensitivity_roi_median,sigma_sensitivity_roi_max,sigma_sensitivity_contribution_median,sigma_sensitivity_contribution_max
beehiiv,0.0164299800526351,0.024867725906272703,402374.0356023265,674686.2543520592
liveintent,0.006945373134998004,0.013681326100292393,516091.78778654523,898882.2933830954
amazon,0.0050844253956650876,0.007583023010132223,8003.016798745666,11935.873931222217
moloco,0.0014039151060084992,0.002793804397806493,115142.51882637758,235303.87562534586
snapchat,0.0012819103570655029,0.0019518304383382007,556661.4848537799,847570.0535529945
tiktok,0.0010490401244412015,0.0011679975610848006,183863.69000839628,204713.18160137255
google,0.0007526557220930001,0.002466988630282399,775125.8030672347,2540639.0824849196
meta,0.0006602259476980003,0.001189693346774802,55469.419529917184,99953.05333620054
