channel,roi_prior_dist,max_abs_pct_change,max_abs_pct_change_raw,max_abs_delta_roi,baseline_roi,baseline_mu,baseline_sigma,pct_metric_reliable,pct_metric_unstable_reason,baseline_qc_pass,baseline_sign_flip_zone,baseline_local_neighbor_n,baseline_local_volatility_ratio,primary_metric,primary_value,ranking_metric_label
amazon,LogNormal,,401.44140984183855,3.9741141198140877,0.9899611804820596,1.0,1.0,False,baseline_qc=REVIEW,False,False,4,0.27530057771067634,delta_roi,3.9741141198140877,Max |Delta ROI|
snapchat,LogNormal,,601.9435345808355,3.6464416923280805,0.605778031134978,1.0,1.0,False,baseline_qc=REVIEW,False,False,4,0.006853442822625189,delta_roi,3.6464416923280805,Max |Delta ROI|
beehiiv,LogNormal,,257.6933852917689,2.9807152502797543,1.1566906332907578,1.0,1.0,False,baseline_qc=REVIEW,False,False,4,0.010425585512638145,delta_roi,2.9807152502797543,Max |Delta ROI|
moloco,LogNormal,,279.85706672281293,2.645582980603601,0.9453336346242576,1.0,1.0,False,baseline_qc=REVIEW,False,False,4,0.0054481162169653504,delta_roi,2.645582980603601,Max |Delta ROI|
liveintent,LogNormal,,293.2496575734729,2.587949290586014,0.8825071824466189,1.0,1.0,False,baseline_qc=REVIEW,False,False,4,0.007200013747122482,delta_roi,2.587949290586014,Max |Delta ROI|
meta,LogNormal,,504.0134645286875,2.5279092817163713,0.5015559026940415,1.0,1.0,False,baseline_qc=REVIEW,False,False,4,0.00392826983197872,delta_roi,2.5279092817163713,Max |Delta ROI|
tiktok,LogNormal,,473.30180300184276,2.406122773271054,0.5083696613895397,1.0,1.0,False,baseline_qc=REVIEW,False,False,4,0.00278786400165534,delta_roi,2.406122773271054,Max |Delta ROI|
google,LogNormal,,273.9216735056776,0.9164290836282696,0.3345588072311754,1.0,1.0,False,baseline_qc=REVIEW,False,False,4,0.009898074025531356,delta_roi,0.9164290836282696,Max |Delta ROI|
