channel,mu_sensitivity_roi_median,mu_sensitivity_roi_max,mu_sensitivity_contribution_median,mu_sensitivity_contribution_max
snapchat,1.4471495,1.64916161,,
google,1.3532079600000002,1.5337823099999999,,
meta,1.072225483,1.107584737,,
tiktok,1.025281309,1.071547391,,
amazon,0.97894218,0.97894218,,
