channel,estimated_roi,target_channel,roi_prior_mu,roi_prior_sigma,roi_prior_dist,baseline_mu,baseline_sigma,baseline_roi,baseline_run_id,baseline_qc_status,baseline_qc_pass,baseline_sign_flip_zone,baseline_local_neighbor_n,baseline_local_volatility_ratio,pct_metric_reliable,pct_metric_unstable_reason,pct_change_raw,baseline_roi_for_rank,pct_source_row,abs_pct_change_raw,abs_delta_roi,pct_change,abs_pct_change,prior_neg_prob,prior_guardrail_pass
meta,0.03892967,meta,0.051898,0.006689,LogNormal,0.051898,0.016722,1.0271761,,,True,False,4,0.9007452470905427,True,,-96.2100296142015,1.0271761,fallback_baseline,96.2100296142015,0.9882464299999999,-96.2100296142015,96.2100296142015,0.0,1.0
meta,0.06686357,meta,0.051898,0.006689,LogNormal,0.051898,0.016722,1.0271761,,,True,False,4,0.9007452470905427,True,,-93.49054461060767,1.0271761,fallback_baseline,93.49054461060767,0.9603125299999999,-93.49054461060767,93.49054461060767,0.0,1.0
meta,0.14939362,meta,0.051898,0.006689,LogNormal,0.051898,0.016722,1.0271761,,,True,False,4,0.9007452470905427,True,,-85.45589018280312,1.0271761,fallback_baseline,85.45589018280312,0.8777824799999999,-85.45589018280312,85.45589018280312,0.0,1.0
meta,0.21972616,meta,0.051898,0.006689,LogNormal,0.051898,0.016722,1.0271761,,,True,False,4,0.9007452470905427,True,,-78.6087156817609,1.0271761,fallback_baseline,78.6087156817609,0.8074499399999999,-78.6087156817609,78.6087156817609,0.0,1.0
meta,0.24603157,meta,0.051898,0.006689,LogNormal,0.051898,0.016722,1.0271761,,,True,False,4,0.9007452470905427,True,,-76.04777116601525,1.0271761,fallback_baseline,76.04777116601525,0.78114453,-76.04777116601525,76.04777116601525,0.0,1.0
meta,0.3522202,meta,0.051898,0.006689,LogNormal,0.051898,0.016722,1.0271761,,,True,False,4,0.9007452470905427,True,,-65.7098524780707,1.0271761,fallback_baseline,65.7098524780707,0.6749558999999999,-65.7098524780707,65.7098524780707,0.0,1.0
meta,0.8957804,meta,0.051898,0.006689,LogNormal,0.051898,0.016722,1.0271761,,,True,False,4,0.9007452470905427,True,,-12.791935092726543,1.0271761,fallback_baseline,12.791935092726543,0.1313956999999999,-12.791935092726543,12.791935092726543,0.0,1.0
meta,1.0413443,meta,0.051898,0.011706,LogNormal,0.051898,0.016722,1.0271761,,,True,False,4,0.9007452470905427,True,,1.3793350526750063,1.0271761,fallback_baseline,1.3793350526750063,0.014168200000000075,1.3793350526750063,1.3793350526750063,0.0,1.0
meta,0.036757443,meta,0.051898,0.011706,LogNormal,0.051898,0.016722,1.0271761,,,True,False,4,0.9007452470905427,True,,-96.42150523167352,1.0271761,fallback_baseline,96.42150523167352,0.990418657,-96.42150523167352,96.42150523167352,0.0,1.0
meta,0.07311356,meta,0.051898,0.011706,LogNormal,0.051898,0.016722,1.0271761,,,True,False,4,0.9007452470905427,True,,-92.88208127116664,1.0271761,fallback_baseline,92.88208127116664,0.9540625399999999,-92.88208127116664,92.88208127116664,0.0,1.0
