targets,n_channels,n_runs_used,excluded_fail_runs,overall_weighting,baseline_mu,baseline_sigma,baseline_dist,overall_model_robustness_score,overall_model_robustness_band,overall_prior_sensitivity_subscore,overall_data_influence_subscore,overall_cross_channel_subscore,overall_adstock_proxy_subscore,target_subset_robustness_score,empirical_low_cutoff_q33,empirical_high_cutoff_q67,adstock_note
"amazon,beehiiv,google,liveintent,meta,moloco,snapchat,tiktok",8,231,True,spend,1.0,1.0,LogNormal,46.609291294846805,Medium,30.722635330645595,80.07003345830195,20.925462438677794,81.76288452463497,46.609291294846805,42.857142857142854,64.52380952380952,Proxy-only (no adstock sweep in current experiment design)
