channel,estimated_roi,target_channel,roi_prior_mu,roi_prior_sigma,roi_prior_dist
meta,0.10093881,tiktok,0.051898,0.033445,LogNormal
google,0.033284623,tiktok,0.051898,0.033445,LogNormal
snapchat,0.06112919,tiktok,0.051898,0.033445,LogNormal
tiktok,0.89792883,tiktok,0.051898,0.033445,LogNormal
moloco,0.27277386,tiktok,0.051898,0.033445,LogNormal
liveintent,0.24003835,tiktok,0.051898,0.033445,LogNormal
beehiiv,0.27129567,tiktok,0.051898,0.033445,LogNormal
amazon,0.7478293,tiktok,0.051898,0.033445,LogNormal
meta,-0.04545524,tiktok,0.072657,0.006689,Normal
google,-0.038787864,tiktok,0.072657,0.006689,Normal
snapchat,0.010663776,tiktok,0.072657,0.006689,Normal
tiktok,0.073381364,tiktok,0.072657,0.006689,Normal
moloco,0.16379671,tiktok,0.072657,0.006689,Normal
liveintent,0.28420603,tiktok,0.072657,0.006689,Normal
beehiiv,0.24587432,tiktok,0.072657,0.006689,Normal
amazon,0.39800245,tiktok,0.072657,0.006689,Normal
meta,0.09210558,tiktok,0.072657,0.006689,LogNormal
google,0.027040109,tiktok,0.072657,0.006689,LogNormal
snapchat,0.057166886,tiktok,0.072657,0.006689,LogNormal
tiktok,1.0657177,tiktok,0.072657,0.006689,LogNormal
moloco,0.22922817,tiktok,0.072657,0.006689,LogNormal
liveintent,0.18448189,tiktok,0.072657,0.006689,LogNormal
beehiiv,0.27391583,tiktok,0.072657,0.006689,LogNormal
amazon,0.7983763,tiktok,0.072657,0.006689,LogNormal
meta,-0.056849945,tiktok,0.072657,0.011706,Normal
google,-0.035671137,tiktok,0.072657,0.011706,Normal
snapchat,0.002720959,tiktok,0.072657,0.011706,Normal
tiktok,0.07215868,tiktok,0.072657,0.011706,Normal
moloco,0.12558363,tiktok,0.072657,0.011706,Normal
liveintent,0.414497,tiktok,0.072657,0.011706,Normal
beehiiv,0.122942045,tiktok,0.072657,0.011706,Normal
amazon,0.22422972,tiktok,0.072657,0.011706,Normal
meta,0.09369359,tiktok,0.072657,0.011706,LogNormal
google,0.031086072,tiktok,0.072657,0.011706,LogNormal
snapchat,0.06633818,tiktok,0.072657,0.011706,LogNormal
tiktok,1.0468388,tiktok,0.072657,0.011706,LogNormal
moloco,0.28160527,tiktok,0.072657,0.011706,LogNormal
liveintent,0.16856143,tiktok,0.072657,0.011706,LogNormal
beehiiv,0.26710892,tiktok,0.072657,0.011706,LogNormal
amazon,0.7978763,tiktok,0.072657,0.011706,LogNormal
meta,-0.038605638,tiktok,0.072657,0.016722,Normal
google,-0.031495724,tiktok,0.072657,0.016722,Normal
snapchat,0.0143054295,tiktok,0.072657,0.016722,Normal
tiktok,0.06339024,tiktok,0.072657,0.016722,Normal
moloco,0.121374525,tiktok,0.072657,0.016722,Normal
liveintent,0.2148293,tiktok,0.072657,0.016722,Normal
beehiiv,0.33318081,tiktok,0.072657,0.016722,Normal
amazon,0.21170099,tiktok,0.072657,0.016722,Normal
meta,0.09174914,tiktok,0.072657,0.016722,LogNormal
google,0.029892838,tiktok,0.072657,0.016722,LogNormal
snapchat,0.066470295,tiktok,0.072657,0.016722,LogNormal
tiktok,1.0227838,tiktok,0.072657,0.016722,LogNormal
moloco,0.264964,tiktok,0.072657,0.016722,LogNormal
liveintent,0.17354567,tiktok,0.072657,0.016722,LogNormal
beehiiv,0.28629637,tiktok,0.072657,0.016722,LogNormal
amazon,0.79058737,tiktok,0.072657,0.016722,LogNormal
meta,-0.047729798,tiktok,0.072657,0.023411,Normal
google,-0.04702766,tiktok,0.072657,0.023411,Normal
snapchat,0.006798066,tiktok,0.072657,0.023411,Normal
tiktok,0.057349898,tiktok,0.072657,0.023411,Normal
moloco,0.12553522,tiktok,0.072657,0.023411,Normal
liveintent,0.47388735,tiktok,0.072657,0.023411,Normal
beehiiv,0.20988917,tiktok,0.072657,0.023411,Normal
amazon,0.26481444,tiktok,0.072657,0.023411,Normal
meta,0.093968734,tiktok,0.072657,0.023411,LogNormal
google,0.027473137,tiktok,0.072657,0.023411,LogNormal
snapchat,0.060528647,tiktok,0.072657,0.023411,LogNormal
tiktok,0.97521865,tiktok,0.072657,0.023411,LogNormal
moloco,0.25702798,tiktok,0.072657,0.023411,LogNormal
liveintent,0.1733981,tiktok,0.072657,0.023411,LogNormal
beehiiv,0.28698146,tiktok,0.072657,0.023411,LogNormal
amazon,0.87554884,tiktok,0.072657,0.023411,LogNormal
meta,-0.04843617,tiktok,0.072657,0.033445,Normal
google,-0.0481917,tiktok,0.072657,0.033445,Normal
snapchat,-0.0039860457,tiktok,0.072657,0.033445,Normal
tiktok,0.04302614,tiktok,0.072657,0.033445,Normal
moloco,0.12310164,tiktok,0.072657,0.033445,Normal
liveintent,0.51036865,tiktok,0.072657,0.033445,Normal
beehiiv,0.20450202,tiktok,0.072657,0.033445,Normal
amazon,0.368115,tiktok,0.072657,0.033445,Normal
meta,0.08380432,tiktok,0.072657,0.033445,LogNormal
google,0.029818993,tiktok,0.072657,0.033445,LogNormal
snapchat,0.05843553,tiktok,0.072657,0.033445,LogNormal
tiktok,0.91039276,tiktok,0.072657,0.033445,LogNormal
moloco,0.22610724,tiktok,0.072657,0.033445,LogNormal
liveintent,0.20377502,tiktok,0.072657,0.033445,LogNormal
beehiiv,0.28925592,tiktok,0.072657,0.033445,LogNormal
amazon,0.80420464,tiktok,0.072657,0.033445,LogNormal
meta,-0.046900198,tiktok,0.103795,0.006689,Normal
google,-0.045358904,tiktok,0.103795,0.006689,Normal
snapchat,0.011011897,tiktok,0.103795,0.006689,Normal
tiktok,0.10280617,tiktok,0.103795,0.006689,Normal
moloco,0.10993115,tiktok,0.103795,0.006689,Normal
liveintent,0.2930029,tiktok,0.103795,0.006689,Normal
beehiiv,0.28003603,tiktok,0.103795,0.006689,Normal
amazon,0.23474744,tiktok,0.103795,0.006689,Normal
meta,0.09292735,tiktok,0.103795,0.006689,LogNormal
google,0.028540859,tiktok,0.103795,0.006689,LogNormal
snapchat,0.062399227,tiktok,0.103795,0.006689,LogNormal
tiktok,1.0985875,tiktok,0.103795,0.006689,LogNormal
moloco,0.25219035,tiktok,0.103795,0.006689,LogNormal
liveintent,0.17357977,tiktok,0.103795,0.006689,LogNormal
beehiiv,0.28890857,tiktok,0.103795,0.006689,LogNormal
amazon,0.83052033,tiktok,0.103795,0.006689,LogNormal
meta,-0.041298464,tiktok,0.103795,0.011706,Normal
google,-0.04905668,tiktok,0.103795,0.011706,Normal
snapchat,0.009138508,tiktok,0.103795,0.011706,Normal
tiktok,0.10443258,tiktok,0.103795,0.011706,Normal
moloco,0.10132779,tiktok,0.103795,0.011706,Normal
liveintent,0.4452241,tiktok,0.103795,0.011706,Normal
beehiiv,0.16943198,tiktok,0.103795,0.011706,Normal
amazon,0.24786735,tiktok,0.103795,0.011706,Normal
meta,0.091719046,tiktok,0.103795,0.011706,LogNormal
google,0.028244326,tiktok,0.103795,0.011706,LogNormal
snapchat,0.05991581,tiktok,0.103795,0.011706,LogNormal
tiktok,1.0792532,tiktok,0.103795,0.011706,LogNormal
moloco,0.24074832,tiktok,0.103795,0.011706,LogNormal
liveintent,0.19558944,tiktok,0.103795,0.011706,LogNormal
beehiiv,0.26701927,tiktok,0.103795,0.011706,LogNormal
amazon,0.70965374,tiktok,0.103795,0.011706,LogNormal
meta,-0.016445974,tiktok,0.103795,0.016722,Normal
google,-0.037379324,tiktok,0.103795,0.016722,Normal
snapchat,-0.006690599,tiktok,0.103795,0.016722,Normal
tiktok,0.099337064,tiktok,0.103795,0.016722,Normal
moloco,0.07165349,tiktok,0.103795,0.016722,Normal
liveintent,0.4294725,tiktok,0.103795,0.016722,Normal
beehiiv,0.19846499,tiktok,0.103795,0.016722,Normal
amazon,0.20138784,tiktok,0.103795,0.016722,Normal
meta,0.098070554,tiktok,0.103795,0.016722,LogNormal
google,0.028062623,tiktok,0.103795,0.016722,LogNormal
snapchat,0.06268151,tiktok,0.103795,0.016722,LogNormal
tiktok,1.052327,tiktok,0.103795,0.016722,LogNormal
moloco,0.2677167,tiktok,0.103795,0.016722,LogNormal
liveintent,0.19682291,tiktok,0.103795,0.016722,LogNormal
beehiiv,0.27147466,tiktok,0.103795,0.016722,LogNormal
amazon,0.8203721,tiktok,0.103795,0.016722,LogNormal
meta,-0.01240616,tiktok,0.103795,0.023411,Normal
google,-0.033537634,tiktok,0.103795,0.023411,Normal
snapchat,-0.0063465387,tiktok,0.103795,0.023411,Normal
tiktok,0.093337946,tiktok,0.103795,0.023411,Normal
moloco,0.07737784,tiktok,0.103795,0.023411,Normal
liveintent,0.26010913,tiktok,0.103795,0.023411,Normal
beehiiv,0.24570183,tiktok,0.103795,0.023411,Normal
amazon,0.14027554,tiktok,0.103795,0.023411,Normal
meta,0.09039534,tiktok,0.103795,0.023411,LogNormal
google,0.030242035,tiktok,0.103795,0.023411,LogNormal
snapchat,0.06555058,tiktok,0.103795,0.023411,LogNormal
tiktok,1.0100437,tiktok,0.103795,0.023411,LogNormal
moloco,0.24778414,tiktok,0.103795,0.023411,LogNormal
liveintent,0.17855434,tiktok,0.103795,0.023411,LogNormal
beehiiv,0.29136732,tiktok,0.103795,0.023411,LogNormal
amazon,0.79012215,tiktok,0.103795,0.023411,LogNormal
meta,-0.055844814,tiktok,0.103795,0.033445,Normal
google,-0.030127164,tiktok,0.103795,0.033445,Normal
snapchat,0.018839274,tiktok,0.103795,0.033445,Normal
tiktok,0.071773335,tiktok,0.103795,0.033445,Normal
moloco,0.12599623,tiktok,0.103795,0.033445,Normal
liveintent,0.4054188,tiktok,0.103795,0.033445,Normal
beehiiv,-0.0049259067,tiktok,0.103795,0.033445,Normal
amazon,0.3308426,tiktok,0.103795,0.033445,Normal
meta,0.092677906,tiktok,0.103795,0.033445,LogNormal
google,0.0321063,tiktok,0.103795,0.033445,LogNormal
snapchat,0.06716905,tiktok,0.103795,0.033445,LogNormal
tiktok,0.9288473,tiktok,0.103795,0.033445,LogNormal
moloco,0.26308012,tiktok,0.103795,0.033445,LogNormal
liveintent,0.1556486,tiktok,0.103795,0.033445,LogNormal
beehiiv,0.2901787,tiktok,0.103795,0.033445,LogNormal
amazon,0.81000865,tiktok,0.103795,0.033445,LogNormal
