channel,estimated_roi,target_channel,roi_prior_mu,roi_prior_sigma,roi_prior_dist
beehiiv,0.31103405,snapchat,0.051898,0.033445,Normal
amazon,0.43366742,snapchat,0.051898,0.033445,Normal
meta,0.33299756,snapchat,0.051898,0.033445,LogNormal
google,0.06646363,snapchat,0.051898,0.033445,LogNormal
snapchat,0.96954316,snapchat,0.051898,0.033445,LogNormal
tiktok,0.24572274,snapchat,0.051898,0.033445,LogNormal
moloco,0.38935536,snapchat,0.051898,0.033445,LogNormal
liveintent,0.4095625,snapchat,0.051898,0.033445,LogNormal
beehiiv,0.5670662,snapchat,0.051898,0.033445,LogNormal
amazon,1.3638126,snapchat,0.051898,0.033445,LogNormal
meta,-0.08355418,snapchat,0.072657,0.006689,Normal
google,-0.04398363,snapchat,0.072657,0.006689,Normal
snapchat,0.06967625,snapchat,0.072657,0.006689,Normal
tiktok,-0.04901325,snapchat,0.072657,0.006689,Normal
moloco,0.1045351,snapchat,0.072657,0.006689,Normal
liveintent,0.37080127,snapchat,0.072657,0.006689,Normal
beehiiv,0.2576965,snapchat,0.072657,0.006689,Normal
amazon,0.4567074,snapchat,0.072657,0.006689,Normal
meta,0.3627905,snapchat,0.072657,0.006689,LogNormal
google,0.066677876,snapchat,0.072657,0.006689,LogNormal
snapchat,1.0722344,snapchat,0.072657,0.006689,LogNormal
tiktok,0.25220963,snapchat,0.072657,0.006689,LogNormal
moloco,0.37572795,snapchat,0.072657,0.006689,LogNormal
liveintent,0.43543607,snapchat,0.072657,0.006689,LogNormal
beehiiv,0.5776566,snapchat,0.072657,0.006689,LogNormal
amazon,1.5662472,snapchat,0.072657,0.006689,LogNormal
meta,-0.04798603,snapchat,0.072657,0.011706,Normal
google,-0.022490842,snapchat,0.072657,0.011706,Normal
snapchat,0.069196194,snapchat,0.072657,0.011706,Normal
tiktok,-0.04950498,snapchat,0.072657,0.011706,Normal
moloco,0.067808114,snapchat,0.072657,0.011706,Normal
liveintent,0.24741995,snapchat,0.072657,0.011706,Normal
beehiiv,0.22971103,snapchat,0.072657,0.011706,Normal
amazon,0.32325202,snapchat,0.072657,0.011706,Normal
meta,0.38942042,snapchat,0.072657,0.011706,LogNormal
google,0.070648804,snapchat,0.072657,0.011706,LogNormal
snapchat,1.0577672,snapchat,0.072657,0.011706,LogNormal
tiktok,0.2619709,snapchat,0.072657,0.011706,LogNormal
