channel,estimated_roi,target_channel,roi_prior_mu,roi_prior_sigma,roi_prior_dist
moloco,0.22733736,meta,0.036328,0.006689,LogNormal
liveintent,0.25036845,meta,0.036328,0.006689,LogNormal
beehiiv,0.3379933,meta,0.036328,0.006689,LogNormal
amazon,1.1426027,meta,0.036328,0.006689,LogNormal
meta,0.025503824,meta,0.036328,0.011706,Normal
google,-0.017525718,meta,0.036328,0.011706,Normal
snapchat,-0.029798904,meta,0.036328,0.011706,Normal
tiktok,-0.009207018,meta,0.036328,0.011706,Normal
moloco,0.051786385,meta,0.036328,0.011706,Normal
liveintent,0.37610054,meta,0.036328,0.011706,Normal
beehiiv,0.24538267,meta,0.036328,0.011706,Normal
amazon,0.21991141,meta,0.036328,0.011706,Normal
meta,1.0294476,meta,0.036328,0.011706,LogNormal
google,0.03762956,meta,0.036328,0.011706,LogNormal
snapchat,0.06889866,meta,0.036328,0.011706,LogNormal
tiktok,0.14035434,meta,0.036328,0.011706,LogNormal
moloco,0.24363296,meta,0.036328,0.011706,LogNormal
liveintent,0.23868632,meta,0.036328,0.011706,LogNormal
beehiiv,0.37465382,meta,0.036328,0.011706,LogNormal
amazon,0.9679197,meta,0.036328,0.011706,LogNormal
meta,0.020612087,meta,0.036328,0.016722,Normal
google,-0.02787297,meta,0.036328,0.016722,Normal
snapchat,-0.033415947,meta,0.036328,0.016722,Normal
tiktok,0.0076661506,meta,0.036328,0.016722,Normal
moloco,0.04103842,meta,0.036328,0.016722,Normal
liveintent,0.44191462,meta,0.036328,0.016722,Normal
beehiiv,0.39087898,meta,0.036328,0.016722,Normal
amazon,0.2063833,meta,0.036328,0.016722,Normal
meta,1.0050073,meta,0.036328,0.016722,LogNormal
google,0.040975902,meta,0.036328,0.016722,LogNormal
snapchat,0.07652609,meta,0.036328,0.016722,LogNormal
tiktok,0.14405364,meta,0.036328,0.016722,LogNormal
moloco,0.24548498,meta,0.036328,0.016722,LogNormal
liveintent,0.22562258,meta,0.036328,0.016722,LogNormal
beehiiv,0.36325806,meta,0.036328,0.016722,LogNormal
amazon,0.93986624,meta,0.036328,0.016722,LogNormal
meta,0.012229855,meta,0.036328,0.023411,Normal
google,-0.028870618,meta,0.036328,0.023411,Normal
snapchat,-0.021216694,meta,0.036328,0.023411,Normal
tiktok,-0.015247656,meta,0.036328,0.023411,Normal
moloco,0.058335304,meta,0.036328,0.023411,Normal
liveintent,0.43655425,meta,0.036328,0.023411,Normal
beehiiv,0.35021725,meta,0.036328,0.023411,Normal
amazon,0.29511553,meta,0.036328,0.023411,Normal
meta,0.9884404,meta,0.036328,0.023411,LogNormal
google,0.03741646,meta,0.036328,0.023411,LogNormal
snapchat,0.06696585,meta,0.036328,0.023411,LogNormal
tiktok,0.14328867,meta,0.036328,0.023411,LogNormal
moloco,0.22650962,meta,0.036328,0.023411,LogNormal
liveintent,0.22748402,meta,0.036328,0.023411,LogNormal
beehiiv,0.33765638,meta,0.036328,0.023411,LogNormal
amazon,1.0359895,meta,0.036328,0.023411,LogNormal
meta,-0.0004063503,meta,0.036328,0.033445,Normal
google,-0.02959145,meta,0.036328,0.033445,Normal
snapchat,0.007886867,meta,0.036328,0.033445,Normal
tiktok,-0.045506798,meta,0.036328,0.033445,Normal
moloco,0.061445374,meta,0.036328,0.033445,Normal
liveintent,0.39574546,meta,0.036328,0.033445,Normal
beehiiv,0.37400013,meta,0.036328,0.033445,Normal
amazon,0.24686825,meta,0.036328,0.033445,Normal
meta,0.9378389,meta,0.036328,0.033445,LogNormal
google,0.036843438,meta,0.036328,0.033445,LogNormal
snapchat,0.07822954,meta,0.036328,0.033445,LogNormal
tiktok,0.13664809,meta,0.036328,0.033445,LogNormal
moloco,0.22306398,meta,0.036328,0.033445,LogNormal
liveintent,0.24022806,meta,0.036328,0.033445,LogNormal
beehiiv,0.3692481,meta,0.036328,0.033445,LogNormal
amazon,0.91211396,meta,0.036328,0.033445,LogNormal
meta,0.04929199,meta,0.051898,0.006689,Normal
google,-0.010068956,meta,0.051898,0.006689,Normal
snapchat,-0.028372478,meta,0.051898,0.006689,Normal
tiktok,-0.049424,meta,0.051898,0.006689,Normal
moloco,0.07990141,meta,0.051898,0.006689,Normal
liveintent,0.3991594,meta,0.051898,0.006689,Normal
beehiiv,0.33720085,meta,0.051898,0.006689,Normal
amazon,0.2627056,meta,0.051898,0.006689,Normal
meta,1.0503736,meta,0.051898,0.006689,LogNormal
google,0.03892967,meta,0.051898,0.006689,LogNormal
snapchat,0.06686357,meta,0.051898,0.006689,LogNormal
tiktok,0.14939362,meta,0.051898,0.006689,LogNormal
moloco,0.21972616,meta,0.051898,0.006689,LogNormal
liveintent,0.24603157,meta,0.051898,0.006689,LogNormal
beehiiv,0.3522202,meta,0.051898,0.006689,LogNormal
amazon,0.8957804,meta,0.051898,0.006689,LogNormal
meta,0.039823152,meta,0.051898,0.011706,Normal
google,-0.013851084,meta,0.051898,0.011706,Normal
snapchat,-0.03348115,meta,0.051898,0.011706,Normal
tiktok,-0.025578251,meta,0.051898,0.011706,Normal
moloco,0.029428527,meta,0.051898,0.011706,Normal
liveintent,0.31216002,meta,0.051898,0.011706,Normal
beehiiv,0.38309222,meta,0.051898,0.011706,Normal
amazon,0.20430586,meta,0.051898,0.011706,Normal
meta,1.0413443,meta,0.051898,0.011706,LogNormal
google,0.036757443,meta,0.051898,0.011706,LogNormal
snapchat,0.07311356,meta,0.051898,0.011706,LogNormal
tiktok,0.13051698,meta,0.051898,0.011706,LogNormal
moloco,0.21076784,meta,0.051898,0.011706,LogNormal
liveintent,0.25043562,meta,0.051898,0.011706,LogNormal
beehiiv,0.38240308,meta,0.051898,0.011706,LogNormal
amazon,1.1405089,meta,0.051898,0.011706,LogNormal
meta,0.034541406,meta,0.051898,0.016722,Normal
google,-0.012789163,meta,0.051898,0.016722,Normal
snapchat,-0.021640044,meta,0.051898,0.016722,Normal
tiktok,-0.018769022,meta,0.051898,0.016722,Normal
moloco,0.04516218,meta,0.051898,0.016722,Normal
liveintent,0.39685103,meta,0.051898,0.016722,Normal
beehiiv,0.31681654,meta,0.051898,0.016722,Normal
amazon,0.18593127,meta,0.051898,0.016722,Normal
meta,1.0271761,meta,0.051898,0.016722,LogNormal
google,0.040121667,meta,0.051898,0.016722,LogNormal
snapchat,0.06516274,meta,0.051898,0.016722,LogNormal
tiktok,0.13874148,meta,0.051898,0.016722,LogNormal
moloco,0.25264055,meta,0.051898,0.016722,LogNormal
liveintent,0.20751862,meta,0.051898,0.016722,LogNormal
beehiiv,0.3746583,meta,0.051898,0.016722,LogNormal
amazon,1.058511,meta,0.051898,0.016722,LogNormal
meta,0.01989431,meta,0.051898,0.023411,Normal
google,-0.0151602505,meta,0.051898,0.023411,Normal
snapchat,-0.016433097,meta,0.051898,0.023411,Normal
tiktok,-0.027665123,meta,0.051898,0.023411,Normal
moloco,0.050406974,meta,0.051898,0.023411,Normal
liveintent,0.31737095,meta,0.051898,0.023411,Normal
beehiiv,0.31043488,meta,0.051898,0.023411,Normal
amazon,0.22141695,meta,0.051898,0.023411,Normal
meta,0.9993969,meta,0.051898,0.023411,LogNormal
google,0.033888772,meta,0.051898,0.023411,LogNormal
snapchat,0.07248986,meta,0.051898,0.023411,LogNormal
tiktok,0.13213149,meta,0.051898,0.023411,LogNormal
moloco,0.23548338,meta,0.051898,0.023411,LogNormal
liveintent,0.24198437,meta,0.051898,0.023411,LogNormal
beehiiv,0.39226508,meta,0.051898,0.023411,LogNormal
amazon,0.999866,meta,0.051898,0.023411,LogNormal
meta,0.011230083,meta,0.051898,0.033445,Normal
google,-0.009580478,meta,0.051898,0.033445,Normal
snapchat,0.00034087338,meta,0.051898,0.033445,Normal
tiktok,-0.05171903,meta,0.051898,0.033445,Normal
moloco,0.038652647,meta,0.051898,0.033445,Normal
liveintent,0.27460402,meta,0.051898,0.033445,Normal
beehiiv,0.42076364,meta,0.051898,0.033445,Normal
amazon,0.27342322,meta,0.051898,0.033445,Normal
meta,0.95438385,meta,0.051898,0.033445,LogNormal
google,0.032202017,meta,0.051898,0.033445,LogNormal
snapchat,0.07919504,meta,0.051898,0.033445,LogNormal
tiktok,0.12481233,meta,0.051898,0.033445,LogNormal
moloco,0.23256302,meta,0.051898,0.033445,LogNormal
liveintent,0.24690112,meta,0.051898,0.033445,LogNormal
beehiiv,0.39489475,meta,0.051898,0.033445,LogNormal
amazon,0.9259804,meta,0.051898,0.033445,LogNormal
meta,0.07036273,meta,0.072657,0.006689,Normal
google,0.0074868626,meta,0.072657,0.006689,Normal
snapchat,-0.0355513,meta,0.072657,0.006689,Normal
tiktok,-0.049211517,meta,0.072657,0.006689,Normal
moloco,0.07922495,meta,0.072657,0.006689,Normal
liveintent,0.26076823,meta,0.072657,0.006689,Normal
beehiiv,0.3554132,meta,0.072657,0.006689,Normal
amazon,0.065338686,meta,0.072657,0.006689,Normal
meta,1.069231,meta,0.072657,0.006689,LogNormal
google,0.035017963,meta,0.072657,0.006689,LogNormal
snapchat,0.0758685,meta,0.072657,0.006689,LogNormal
tiktok,0.12315204,meta,0.072657,0.006689,LogNormal
moloco,0.24465868,meta,0.072657,0.006689,LogNormal
liveintent,0.21974447,meta,0.072657,0.006689,LogNormal
beehiiv,0.3610599,meta,0.072657,0.006689,LogNormal
amazon,0.9956008,meta,0.072657,0.006689,LogNormal
meta,0.06133138,meta,0.072657,0.011706,Normal
google,-0.01355007,meta,0.072657,0.011706,Normal
snapchat,-0.023829054,meta,0.072657,0.011706,Normal
tiktok,-0.005942848,meta,0.072657,0.011706,Normal
moloco,0.0466047,meta,0.072657,0.011706,Normal
liveintent,0.26087204,meta,0.072657,0.011706,Normal
beehiiv,0.3285566,meta,0.072657,0.011706,Normal
amazon,0.1112412,meta,0.072657,0.011706,Normal
meta,1.0637603,meta,0.072657,0.011706,LogNormal
google,0.038751815,meta,0.072657,0.011706,LogNormal
snapchat,0.071520224,meta,0.072657,0.011706,LogNormal
tiktok,0.13417116,meta,0.072657,0.011706,LogNormal
moloco,0.2337956,meta,0.072657,0.011706,LogNormal
liveintent,0.21891852,meta,0.072657,0.011706,LogNormal
beehiiv,0.36909214,meta,0.072657,0.011706,LogNormal
amazon,1.0604002,meta,0.072657,0.011706,LogNormal
meta,0.053317517,meta,0.072657,0.016722,Normal
google,6.7031666e-05,meta,0.072657,0.016722,Normal
snapchat,-0.014627436,meta,0.072657,0.016722,Normal
tiktok,-0.0171756,meta,0.072657,0.016722,Normal
moloco,0.066415146,meta,0.072657,0.016722,Normal
liveintent,0.121538065,meta,0.072657,0.016722,Normal
beehiiv,0.31919402,meta,0.072657,0.016722,Normal
amazon,0.09603827,meta,0.072657,0.016722,Normal
meta,1.0493568,meta,0.072657,0.016722,LogNormal
google,0.037877224,meta,0.072657,0.016722,LogNormal
snapchat,0.06924437,meta,0.072657,0.016722,LogNormal
tiktok,0.1383185,meta,0.072657,0.016722,LogNormal
moloco,0.22394887,meta,0.072657,0.016722,LogNormal
liveintent,0.26048878,meta,0.072657,0.016722,LogNormal
beehiiv,0.32610154,meta,0.072657,0.016722,LogNormal
amazon,0.83396804,meta,0.072657,0.016722,LogNormal
meta,0.036019288,meta,0.072657,0.023411,Normal
google,-0.019607158,meta,0.072657,0.023411,Normal
snapchat,-0.023611907,meta,0.072657,0.023411,Normal
tiktok,-0.02620483,meta,0.072657,0.023411,Normal
moloco,0.06012454,meta,0.072657,0.023411,Normal
liveintent,0.32754603,meta,0.072657,0.023411,Normal
beehiiv,0.36261675,meta,0.072657,0.023411,Normal
amazon,0.3161082,meta,0.072657,0.023411,Normal
meta,1.0138419,meta,0.072657,0.023411,LogNormal
google,0.03389693,meta,0.072657,0.023411,LogNormal
snapchat,0.07337464,meta,0.072657,0.023411,LogNormal
tiktok,0.12732668,meta,0.072657,0.023411,LogNormal
moloco,0.22132583,meta,0.072657,0.023411,LogNormal
liveintent,0.2431385,meta,0.072657,0.023411,LogNormal
beehiiv,0.38124865,meta,0.072657,0.023411,LogNormal
amazon,1.0801767,meta,0.072657,0.023411,LogNormal
meta,0.024961103,meta,0.072657,0.033445,Normal
google,-0.025786763,meta,0.072657,0.033445,Normal
snapchat,-0.008581533,meta,0.072657,0.033445,Normal
tiktok,-0.011346793,meta,0.072657,0.033445,Normal
moloco,0.059132706,meta,0.072657,0.033445,Normal
liveintent,0.33700675,meta,0.072657,0.033445,Normal
beehiiv,0.33891183,meta,0.072657,0.033445,Normal
amazon,0.30560964,meta,0.072657,0.033445,Normal
meta,0.9839977,meta,0.072657,0.033445,LogNormal
google,0.04050658,meta,0.072657,0.033445,LogNormal
snapchat,0.06361888,meta,0.072657,0.033445,LogNormal
tiktok,0.14365512,meta,0.072657,0.033445,LogNormal
moloco,0.24203691,meta,0.072657,0.033445,LogNormal
liveintent,0.2321125,meta,0.072657,0.033445,LogNormal
beehiiv,0.3860852,meta,0.072657,0.033445,LogNormal
amazon,0.924559,meta,0.072657,0.033445,LogNormal
meta,0.09977879,meta,0.103795,0.006689,Normal
google,-0.011840315,meta,0.103795,0.006689,Normal
snapchat,-0.030865055,meta,0.103795,0.006689,Normal
tiktok,-0.025626767,meta,0.103795,0.006689,Normal
moloco,0.011573802,meta,0.103795,0.006689,Normal
liveintent,0.26267734,meta,0.103795,0.006689,Normal
beehiiv,0.34538427,meta,0.103795,0.006689,Normal
amazon,0.017253105,meta,0.103795,0.006689,Normal
meta,1.1053698,meta,0.103795,0.006689,LogNormal
google,0.038637944,meta,0.103795,0.006689,LogNormal
snapchat,0.06688227,meta,0.103795,0.006689,LogNormal
tiktok,0.13436857,meta,0.103795,0.006689,LogNormal
moloco,0.21408542,meta,0.103795,0.006689,LogNormal
liveintent,0.2512357,meta,0.103795,0.006689,LogNormal
beehiiv,0.35439247,meta,0.103795,0.006689,LogNormal
amazon,1.0441434,meta,0.103795,0.006689,LogNormal
meta,0.09672864,meta,0.103795,0.011706,Normal
google,-0.01024794,meta,0.103795,0.011706,Normal
snapchat,-0.037590407,meta,0.103795,0.011706,Normal
tiktok,-0.0016610218,meta,0.103795,0.011706,Normal
moloco,0.04316054,meta,0.103795,0.011706,Normal
liveintent,0.152814,meta,0.103795,0.011706,Normal
beehiiv,0.3730591,meta,0.103795,0.011706,Normal
amazon,0.06629584,meta,0.103795,0.011706,Normal
meta,1.0975738,meta,0.103795,0.011706,LogNormal
google,0.03943222,meta,0.103795,0.011706,LogNormal
snapchat,0.06269363,meta,0.103795,0.011706,LogNormal
tiktok,0.14249773,meta,0.103795,0.011706,LogNormal
moloco,0.2332598,meta,0.103795,0.011706,LogNormal
liveintent,0.25346082,meta,0.103795,0.011706,LogNormal
beehiiv,0.3204251,meta,0.103795,0.011706,LogNormal
amazon,0.9043744,meta,0.103795,0.011706,LogNormal
meta,0.076427475,meta,0.103795,0.016722,Normal
google,-0.035166245,meta,0.103795,0.016722,Normal
snapchat,0.02379749,meta,0.103795,0.016722,Normal
tiktok,-0.03651326,meta,0.103795,0.016722,Normal
moloco,0.078753546,meta,0.103795,0.016722,Normal
liveintent,0.24067466,meta,0.103795,0.016722,Normal
beehiiv,0.36758924,meta,0.103795,0.016722,Normal
amazon,0.11761449,meta,0.103795,0.016722,Normal
meta,1.0797288,meta,0.103795,0.016722,LogNormal
google,0.039388694,meta,0.103795,0.016722,LogNormal
snapchat,0.062643915,meta,0.103795,0.016722,LogNormal
tiktok,0.13276264,meta,0.103795,0.016722,LogNormal
moloco,0.22695105,meta,0.103795,0.016722,LogNormal
liveintent,0.22635575,meta,0.103795,0.016722,LogNormal
beehiiv,0.32626742,meta,0.103795,0.016722,LogNormal
amazon,0.91111505,meta,0.103795,0.016722,LogNormal
meta,0.059598695,meta,0.103795,0.023411,Normal
google,-0.018913094,meta,0.103795,0.023411,Normal
snapchat,-0.003865936,meta,0.103795,0.023411,Normal
tiktok,-0.028076258,meta,0.103795,0.023411,Normal
moloco,0.050022297,meta,0.103795,0.023411,Normal
liveintent,0.2582043,meta,0.103795,0.023411,Normal
beehiiv,0.38649315,meta,0.103795,0.023411,Normal
amazon,0.12568371,meta,0.103795,0.023411,Normal
meta,1.0547235,meta,0.103795,0.023411,LogNormal
google,0.03918792,meta,0.103795,0.023411,LogNormal
snapchat,0.06866812,meta,0.103795,0.023411,LogNormal
tiktok,0.14688842,meta,0.103795,0.023411,LogNormal
moloco,0.22337356,meta,0.103795,0.023411,LogNormal
liveintent,0.22797044,meta,0.103795,0.023411,LogNormal
beehiiv,0.3253752,meta,0.103795,0.023411,LogNormal
amazon,1.0629365,meta,0.103795,0.023411,LogNormal
meta,0.03520671,meta,0.103795,0.033445,Normal
google,-0.017101277,meta,0.103795,0.033445,Normal
snapchat,-0.009140459,meta,0.103795,0.033445,Normal
tiktok,-0.007661926,meta,0.103795,0.033445,Normal
moloco,0.07796844,meta,0.103795,0.033445,Normal
liveintent,0.26396528,meta,0.103795,0.033445,Normal
beehiiv,0.34683102,meta,0.103795,0.033445,Normal
amazon,0.1735493,meta,0.103795,0.033445,Normal
meta,1.0011163,meta,0.103795,0.033445,LogNormal
google,0.03492412,meta,0.103795,0.033445,LogNormal
snapchat,0.07432676,meta,0.103795,0.033445,LogNormal
tiktok,0.13816968,meta,0.103795,0.033445,LogNormal
moloco,0.23609033,meta,0.103795,0.033445,LogNormal
liveintent,0.24819557,meta,0.103795,0.033445,LogNormal
beehiiv,0.3689147,meta,0.103795,0.033445,LogNormal
amazon,1.1044275,meta,0.103795,0.033445,LogNormal
