channel,estimated_roi,target_channel,roi_prior_mu,roi_prior_sigma,roi_prior_dist
moloco,0.067570224,amazon,0.103795,0.011706,Normal
liveintent,0.32613856,amazon,0.103795,0.011706,Normal
beehiiv,0.330643,amazon,0.103795,0.011706,Normal
amazon,0.10886155,amazon,0.103795,0.011706,Normal
meta,0.08971625,amazon,0.103795,0.011706,LogNormal
google,0.04114871,amazon,0.103795,0.011706,LogNormal
snapchat,0.08097692,amazon,0.103795,0.011706,LogNormal
tiktok,0.122830056,amazon,0.103795,0.011706,LogNormal
moloco,0.23633237,amazon,0.103795,0.011706,LogNormal
liveintent,0.31012374,amazon,0.103795,0.011706,LogNormal
beehiiv,0.35737664,amazon,0.103795,0.011706,LogNormal
amazon,1.1097312,amazon,0.103795,0.011706,LogNormal
meta,-0.017122228,amazon,0.103795,0.016722,Normal
google,-0.034815393,amazon,0.103795,0.016722,Normal
snapchat,-0.013501179,amazon,0.103795,0.016722,Normal
tiktok,-0.011001503,amazon,0.103795,0.016722,Normal
moloco,0.117838696,amazon,0.103795,0.016722,Normal
liveintent,0.4938704,amazon,0.103795,0.016722,Normal
beehiiv,0.32001972,amazon,0.103795,0.016722,Normal
amazon,0.10228814,amazon,0.103795,0.016722,Normal
meta,0.091541246,amazon,0.103795,0.016722,LogNormal
google,0.048700787,amazon,0.103795,0.016722,LogNormal
snapchat,0.085060574,amazon,0.103795,0.016722,LogNormal
tiktok,0.12234326,amazon,0.103795,0.016722,LogNormal
moloco,0.25022107,amazon,0.103795,0.016722,LogNormal
liveintent,0.23972826,amazon,0.103795,0.016722,LogNormal
beehiiv,0.3549534,amazon,0.103795,0.016722,LogNormal
amazon,1.1062468,amazon,0.103795,0.016722,LogNormal
meta,-0.027158713,amazon,0.103795,0.023411,Normal
google,-0.024828153,amazon,0.103795,0.023411,Normal
snapchat,-0.001691162,amazon,0.103795,0.023411,Normal
tiktok,-0.036044974,amazon,0.103795,0.023411,Normal
moloco,0.09062764,amazon,0.103795,0.023411,Normal
liveintent,0.44271255,amazon,0.103795,0.023411,Normal
beehiiv,0.31254357,amazon,0.103795,0.023411,Normal
amazon,0.10748515,amazon,0.103795,0.023411,Normal
meta,0.08967856,amazon,0.103795,0.023411,LogNormal
google,0.050703812,amazon,0.103795,0.023411,LogNormal
snapchat,0.09222609,amazon,0.103795,0.023411,LogNormal
tiktok,0.12770319,amazon,0.103795,0.023411,LogNormal
moloco,0.2760324,amazon,0.103795,0.023411,LogNormal
liveintent,0.22778173,amazon,0.103795,0.023411,LogNormal
beehiiv,0.38292965,amazon,0.103795,0.023411,LogNormal
amazon,1.1006534,amazon,0.103795,0.023411,LogNormal
meta,-0.029118177,amazon,0.103795,0.033445,Normal
google,-0.020811532,amazon,0.103795,0.033445,Normal
snapchat,0.012474515,amazon,0.103795,0.033445,Normal
tiktok,-0.030905807,amazon,0.103795,0.033445,Normal
moloco,0.05537635,amazon,0.103795,0.033445,Normal
liveintent,0.34474713,amazon,0.103795,0.033445,Normal
beehiiv,0.34990692,amazon,0.103795,0.033445,Normal
amazon,0.109353386,amazon,0.103795,0.033445,Normal
meta,0.08445813,amazon,0.103795,0.033445,LogNormal
google,0.045715865,amazon,0.103795,0.033445,LogNormal
snapchat,0.08572207,amazon,0.103795,0.033445,LogNormal
tiktok,0.12545702,amazon,0.103795,0.033445,LogNormal
moloco,0.25719064,amazon,0.103795,0.033445,LogNormal
liveintent,0.24394298,amazon,0.103795,0.033445,LogNormal
beehiiv,0.32811707,amazon,0.103795,0.033445,LogNormal
amazon,1.103042,amazon,0.103795,0.033445,LogNormal
