targets,n_channels,n_runs_used,excluded_fail_runs,overall_weighting,baseline_mu,baseline_sigma,baseline_dist,overall_model_robustness_score,overall_model_robustness_band,overall_prior_sensitivity_subscore,overall_data_influence_subscore,overall_cross_channel_subscore,overall_adstock_proxy_subscore,target_subset_robustness_score,empirical_low_cutoff_q33,empirical_high_cutoff_q67,adstock_note
"amazon,beehiiv,google,liveintent,meta,moloco,snapchat,tiktok",8,34,True,spend,0.5,0.5,LogNormal,42.37358043992675,Low,24.875231915094783,71.01702626451481,31.09895942121657,79.32025379684858,42.37358043992675,42.38095238095239,56.19047619047619,Proxy-only (no adstock sweep in current experiment design)
