targets,n_channels,n_runs_used,excluded_fail_runs,overall_weighting,baseline_mu,baseline_sigma,baseline_dist,overall_model_robustness_score,overall_model_robustness_band,absolute_band,overall_prior_sensitivity_subscore,overall_data_influence_subscore,overall_cross_channel_subscore,target_subset_robustness_score,empirical_low_cutoff_q33,empirical_high_cutoff_q67,band_method,absolute_band_method,score_method,score_note,near_zero_baseline_fallback_rate,relative_rank_method
"amazon,google,meta,snapchat,tiktok",5,27,True,spend,1.0,1.0,LogNormal,55.118963191520514,Medium,Medium,53.10735259668945,37.98551482725043,91.72115284462826,55.118963191520514,,,provisional_fixed_thresholds,provisional_fixed_thresholds,absolute_prior_sensitivity_v1,"Project-defined prior sensitivity heuristic, not an official Meridian metric; computed conditional on the selected structural profile.",0.0,score_rank_within_current_run
