channel,left_dollar,right_dollar,max_abs_dollar_change,median_dollar_change,mean_dollar_change,std_dollar_change,n
meta,-1003751.69660428,24860751.47694898,24860751.47694898,2564729.68384512,6029648.979289389,9860405.894670988,17
tiktok,-254855.06422147003,5154381.630594933,5154381.630594933,725674.5783749232,1311488.2727137913,1784111.7341655768,17
google,275509.91737724026,4444702.118509371,4444702.118509371,1558739.062658256,1951067.4513362572,1484535.719054833,17
beehiiv,-1683589.4007724014,-31699.35258745408,1683589.4007724014,-446888.3090524208,-578516.6105654525,581391.6539617975,17
snapchat,-1091899.4140905938,687608.962716583,1091899.4140905938,-585444.9738126826,-424005.5366960545,568824.5545877287,17
liveintent,-706743.2996977009,166758.33581610693,706743.2996977009,-51785.44256223086,-129180.40028630712,286554.41019068693,17
moloco,-441784.5553916594,328387.37984919356,441784.5553916594,-95682.44240363035,-121368.44409216459,280990.98288036365,17
amazon,-3764.947039552056,144269.05688569933,144269.05688569933,11258.170992377738,29356.10223971707,52695.65732468164,17
