index,channel,max_change,median_change,mean_change,n
4,meta,37429530.156122975,2564729.68384512,6342317.088800609,17
7,tiktok,5576190.181219952,725674.5783749232,1394863.935604016,17
2,google,4769683.120132161,1558739.062658256,1951368.3854670725,17
1,beehiiv,2167603.4400528804,446888.3090524208,608035.3575079482,17
6,snapchat,1153721.813540887,646864.1260920409,618803.5120241116,17
3,liveintent,840492.8738718368,150179.24085661583,213870.9028788276,17
5,moloco,443053.414939261,321792.11976605654,264011.13588811894,17
0,amazon,187209.7646752949,11258.170992377738,30597.683507248366,17
