run_id,channel,target_channel,targets,roi_prior_mu,roi_prior_sigma,roi_prior_dist,dist_normalized,is_baseline,estimated_roi,baseline_roi,pct_change,delta_abs,delta_pct,contribution_value,contribution_delta,contribution_share,run_contribution_total,effect_value,effect_share,channel_total_spend,spend_share,adstock_alpha_m,saturation_ec_m,saturation_slope_m,max_lag,adstock_decay_spec,qc_status_code,qc_summary_short
multi|meta|0.500000|1.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,amazon,meta,meta,0.5,1.5,LogNormal,lognormal,False,0.1415070054602498,0.1465167666824224,,0.0012130701309069,0.0084996460790982,222735.6788053399,-1909.4036946598496,0.00404151063827375,55111986.269687764,222735.6788053399,0.00404151063827375,15740.258094,0.0008190390385875116,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.000000|0.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,meta,meta,meta,1.0,0.5,LogNormal,lognormal,False,0.0598073105467483,0.0487444552453234,,0.0305267497020153,1.042560279630247,5024759.798127551,2564729.68384512,0.08500833560804659,59109024.57019667,5024759.798127551,0.08500833560804659,840158.1265220001,0.04371734568128637,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.000000|0.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,google,meta,meta,1.0,0.5,LogNormal,lognormal,False,0.0153994258124536,0.0151750972773879,,0.0014052672811279,0.1004181336078358,15859166.348272976,1447220.6851485036,0.26830363829534953,59109024.57019667,15859166.348272976,0.26830363829534953,10298543.94665,0.5358812722474189,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.000000|0.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,snapchat,meta,meta,1.0,0.5,LogNormal,lognormal,False,0.0290388396428897,0.0295174331237406,,0.0011658548895502,0.0385984664833529,12609932.90595262,-506265.13029096834,0.2133334629973012,59109024.57019667,12609932.90595262,0.2133334629973012,4342436.908989999,0.2259572447812554,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.000000|0.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,tiktok,meta,meta,1.0,0.5,LogNormal,lognormal,False,0.032928806123867,0.0307713768429433,,0.0041403593606082,0.1438201718438119,5771382.486184984,725674.5783749232,0.09763961642322498,59109024.57019667,5771382.486184984,0.09763961642322498,1752685.00913,0.09120037525761927,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.000000|0.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,moloco,meta,meta,1.0,0.5,LogNormal,lognormal,False,0.0670060266538833,0.0703099257564948,,0.0038942830532323,0.0549261783103544,5643479.469891673,-327989.9966966687,0.09547576721029445,59109024.57019667,5643479.469891673,0.09547576721029445,842234.6095886,0.04382539477961466,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.000000|0.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,liveintent,meta,meta,1.0,0.5,LogNormal,lognormal,False,0.1024235305578137,0.1033024348823043,,0.0002235895356473,0.0021877657991886,8173266.360660032,17842.158148132265,0.13827442459236708,59109024.57019667,8173266.360660032,0.13827442459236708,797987.173079,0.041522994295304996,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.000000|0.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,beehiiv,meta,meta,1.0,0.5,LogNormal,lognormal,False,0.1766428249197391,0.1775703480498244,,0.0126658136568341,0.0669056296219203,5796927.740920858,-415656.88604673,0.09807178824337635,59109024.57019667,5796927.740920858,0.09807178824337635,328172.2732613,0.017076333918912757,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.000000|0.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,amazon,meta,meta,1.0,0.5,LogNormal,lognormal,False,0.1461916690385745,0.1465167666824224,,0.0034715934474177,0.0243244927739711,230109.4601859792,5464.377685979387,0.0038929666300398158,59109024.57019667,230109.4601859792,0.0038929666300398158,15740.258094,0.0008190390385875116,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.000000|1.000000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,meta,meta,meta,1.0,1.0,LogNormal,lognormal,False,0.032282392316653,0.0487444552453234,,0.00300183147192,0.1025196029487931,2712231.4248407395,252201.31055830885,0.04754621165578743,57044112.04148166,2712231.4248407395,0.04754621165578743,840158.1265220001,0.04371734568128637,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
