targets,n_channels,n_runs_used,excluded_fail_runs,overall_weighting,baseline_mu,baseline_sigma,baseline_dist,overall_model_robustness_score,overall_model_robustness_band,overall_prior_sensitivity_subscore,overall_data_influence_subscore,overall_cross_channel_subscore,overall_adstock_proxy_subscore,target_subset_robustness_score,empirical_low_cutoff_q33,empirical_high_cutoff_q67,adstock_note
"amazon,beehiiv,google,liveintent,meta,moloco,snapchat,tiktok",8,32,True,spend,0.5,0.5,LogNormal,45.734814711815744,Low,24.875231915094783,71.01702626451481,53.30239573028118,79.93463030743466,45.734814711815744,46.904761904761905,53.80952380952381,Proxy-only (no adstock sweep in current experiment design)
