channel,mu_slice_count,mu_sensitivity_roi_median,mu_sensitivity_roi_max,mu_sensitivity_contribution_median,mu_sensitivity_contribution_max,sigma_slice_count,sigma_sensitivity_roi_median,sigma_sensitivity_roi_max,sigma_sensitivity_contribution_median,sigma_sensitivity_contribution_max,mu_vs_sigma_roi_ratio,dominant_driver
amazon,3,2.5215264390983307,2.535366113473234,3968947.6942252507,3990731.6988850404,6,0.34129527902395546,1.5329376123137384,450668.0035167561,2412883.365981836,7.388108169293913,mu
beehiiv,3,0.5167960912873968,0.5179757370031438,968836.6453193538,16998527.5106519,6,0.03837469738093205,0.5320738609053659,751696.2636653185,16577746.345407369,13.46710532091875,mu
google,3,0.03795326330543808,0.2715987430462458,39086335.00698328,47429966.80271909,6,0.021506949938678493,0.2644564242195338,15322382.128848612,47429966.80271909,1.7646976169866948,mu
liveintent,3,1.007723778593354,1.041746482003946,80415064.93241987,83130033.02393222,6,0.03402226686865714,1.041746482003946,2714933.2560259067,83130033.02393222,29.619536595949604,mu
meta,3,0.48756041397185385,0.5807273577017866,40962784.396888345,48790280.88668044,6,0.10336638319286673,0.5685891253718487,8684410.684867406,47770477.433319494,4.716817972262187,mu
moloco,3,1.0141778284839045,1.1036889223723363,85417566.74265555,92956500.86415271,6,0.06328970858361571,1.0901855986410132,4774261.363777291,91819204.20505278,16.02437191101955,mu
snapchat,3,0.0927103214741995,0.43588446522907665,21672011.328661233,40258872.18138915,6,0.06076189567257334,0.4240792023933803,20501423.885043383,28246374.56663242,1.52579705501267,mu
tiktok,3,0.5197453230371079,1.5027381239947866,3969012.4947997928,254202914.11991584,6,0.3001378950177847,1.4364746555980918,48014846.85821835,251768759.4861955,1.7316884394298504,mu
