channel,roi_prior_mu,n_points,roi_median,roi_mean,roi_min,roi_max,pct_change_median,contribution_median,contribution_value_mean,roi_range_over_sigma
amazon,0.5,10,0.5195349760948254,0.5593902239591504,0.4908967166749062,0.6377680289559067,0.0,790984.7236791132,797567.7710311218,0.14687131228100048
amazon,1.0,12,0.5150267826796819,0.7159063076689846,0.4948906976900374,1.0306099434569478,0.0,803127.3905521338,1083433.281489276,0.5357192457669104
amazon,1.5,8,0.5155371272247673,0.8816869236420705,0.5026615588739515,1.5111750508720676,,811468.7439557152,1387797.973623106,1.0085134919981162
amazon,2.0,4,2.0139772110618654,1.6342071816471193,0.4879683460755041,2.0209059583892426,,3170052.1097548073,2572284.2818194,1.5329376123137384
amazon,2.5,3,2.5190809447318316,2.5164239024867614,2.505376224418481,2.5248145383099714,,3965098.422975638,3960916.169905231,0.0194383138914902
amazon,3.0,3,3.0164171367883683,3.010753548559215,2.989580678741137,3.0262628301481405,,4747918.425221343,4739003.791174841,0.03668215140700326
beehiiv,0.5,10,0.5187871708682117,0.6132505452796662,0.5023393293159704,0.762659886876742,0.0,16995324.796712134,16863773.423232257,0.26032055756077166
beehiiv,1.0,12,0.5036088780111944,0.5823253615361237,0.4777664077860148,1.0098402686913808,0.0,16299577.895209605,17834862.504263315,0.5320738609053659
beehiiv,1.5,8,0.5147907857651202,0.5142651594987789,0.5032712477336948,0.5248234813474119,,16894006.24185104,16876756.64517993,0.021552233613717053
beehiiv,2.0,4,0.5128098063892685,0.5019997651015485,0.4649444481163906,0.5174349995112667,,16828995.991345335,16474240.40900138,0.05249055139487613
beehiiv,2.5,3,0.5187352803520238,0.5188697061454878,0.513239237734427,0.5246346003500124,,17023453.617396142,17027865.099218745,0.01139536261558538
beehiiv,3.0,3,0.5200391238477702,0.5130997814579557,0.4975006885795544,0.5217595319465423,,17066242.145793743,16838512.16909335,0.02425884336698797
google,0.5,10,0.26864909926778635,0.3660353896260882,0.2533045919829358,0.5177610162024696,0.0,274750879.0121825,272598513.0113368,0.2644564242195338
google,1.0,12,0.2704720829508733,0.2703712406212192,0.2461622731562238,0.2922172951558605,0.0,278849189.7739548,278461053.3990125,0.04605502199963668
google,1.5,8,0.28622265337927577,0.2816464482706699,0.2621498088321338,0.2912578552883739,,294767657.4353242,290054832.49333805,0.0291080464562401
google,2.0,4,0.2751781176725247,0.27598167742660734,0.2698323104701315,0.2837381638912484,,283393393.8006921,284220943.34481,0.013905853421116887
google,2.5,3,0.2737523349591841,0.2742285496647107,0.2720804044022225,0.2768529096327256,,281925045.20752084,282415477.0148115,0.004772505230503099
google,3.0,3,0.2701615215217073,0.27032496979473053,0.2694608088644842,0.271352578998,,278227030.20851326,278395358.13078666,0.0018917701335158243
liveintent,0.5,10,0.5110145772333878,0.5081305038694408,0.49668120225387,0.5128150204243138,0.0,40501521.54658625,40396006.19174462,0.016133818170443792
