targets,n_channels,n_runs_used,excluded_fail_runs,overall_weighting,baseline_mu,baseline_sigma,baseline_dist,overall_model_robustness_score,overall_model_robustness_band,overall_prior_sensitivity_subscore,overall_data_influence_subscore,overall_cross_channel_subscore,overall_adstock_proxy_subscore,target_subset_robustness_score,empirical_low_cutoff_q33,empirical_high_cutoff_q67,adstock_note
meta,8,17,True,spend,0.5,0.5,LogNormal,55.721653332788186,Medium,41.440966147352086,82.63495518953864,44.10863258978437,71.88777627565787,0.0,37.61904761904761,70.23809523809523,Proxy-only (no adstock sweep in current experiment design)
