targets,n_channels,n_runs_used,excluded_fail_runs,overall_weighting,baseline_mu,baseline_sigma,baseline_dist,overall_model_robustness_score,overall_model_robustness_band,overall_prior_sensitivity_subscore,overall_data_influence_subscore,overall_cross_channel_subscore,overall_adstock_proxy_subscore,target_subset_robustness_score,empirical_low_cutoff_q33,empirical_high_cutoff_q67,adstock_note
"google,meta,tiktok",8,9,True,spend,0.275949,0.258361,LogNormal,44.70295207330712,Medium,39.63255843870268,55.561516038801905,42.8488185207408,35.81790528408176,27.82090172521333,30.714285714285715,69.99999999999999,Proxy-only (no adstock sweep in current experiment design)
