channel,estimated_roi,target_channel,roi_prior_mu,roi_prior_sigma,roi_prior_dist,is_baseline,targets,prior_key,roi_prior_overrides_json
liveintent,0.3928677,"meta,tiktok",0.051898,0.011706,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.011706}}"
beehiiv,0.33504543,"meta,tiktok",0.051898,0.011706,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.011706}}"
amazon,0.046933673,"meta,tiktok",0.051898,0.011706,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.011706}}"
meta,1.0515972,"meta,tiktok",0.051898,0.011706,LogNormal,True,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}}"
google,0.05148839,"meta,tiktok",0.051898,0.011706,LogNormal,True,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}}"
snapchat,0.11643101,"meta,tiktok",0.051898,0.011706,LogNormal,True,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}}"
tiktok,1.0426579,"meta,tiktok",0.051898,0.011706,LogNormal,True,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}}"
moloco,0.32956377,"meta,tiktok",0.051898,0.011706,LogNormal,True,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}}"
liveintent,0.36816603,"meta,tiktok",0.051898,0.011706,LogNormal,True,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}}"
beehiiv,0.49058422,"meta,tiktok",0.051898,0.011706,LogNormal,True,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}}"
amazon,1.4223278,"meta,tiktok",0.051898,0.011706,LogNormal,True,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.011706}}"
meta,0.03636632,"meta,tiktok",0.051898,0.016722,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}}"
google,-0.028505092,"meta,tiktok",0.051898,0.016722,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}}"
snapchat,-0.019481808,"meta,tiktok",0.051898,0.016722,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}}"
tiktok,0.04736448,"meta,tiktok",0.051898,0.016722,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}}"
moloco,0.07392092,"meta,tiktok",0.051898,0.016722,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}}"
liveintent,0.30568725,"meta,tiktok",0.051898,0.016722,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}}"
beehiiv,0.27527747,"meta,tiktok",0.051898,0.016722,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}}"
amazon,0.039748184,"meta,tiktok",0.051898,0.016722,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.016722}}"
meta,1.0429614,"meta,tiktok",0.051898,0.016722,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}}"
google,0.057187952,"meta,tiktok",0.051898,0.016722,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}}"
snapchat,0.10596824,"meta,tiktok",0.051898,0.016722,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}}"
tiktok,1.0426736,"meta,tiktok",0.051898,0.016722,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}}"
moloco,0.3936867,"meta,tiktok",0.051898,0.016722,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}}"
liveintent,0.32868296,"meta,tiktok",0.051898,0.016722,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}}"
beehiiv,0.48075953,"meta,tiktok",0.051898,0.016722,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}}"
amazon,1.3912275,"meta,tiktok",0.051898,0.016722,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}}"
meta,0.01969207,"meta,tiktok",0.051898,0.023411,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}}"
google,-0.027406147,"meta,tiktok",0.051898,0.023411,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}}"
snapchat,-0.018267546,"meta,tiktok",0.051898,0.023411,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}}"
tiktok,0.0405825,"meta,tiktok",0.051898,0.023411,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}}"
moloco,0.1109005,"meta,tiktok",0.051898,0.023411,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}}"
liveintent,0.33246106,"meta,tiktok",0.051898,0.023411,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}}"
beehiiv,0.18242659,"meta,tiktok",0.051898,0.023411,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}}"
amazon,0.18497643,"meta,tiktok",0.051898,0.023411,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}}"
meta,1.0384215,"meta,tiktok",0.051898,0.023411,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}}"
google,0.05716365,"meta,tiktok",0.051898,0.023411,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}}"
snapchat,0.106842875,"meta,tiktok",0.051898,0.023411,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}}"
tiktok,1.0280993,"meta,tiktok",0.051898,0.023411,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}}"
moloco,0.37144297,"meta,tiktok",0.051898,0.023411,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}}"
liveintent,0.32365498,"meta,tiktok",0.051898,0.023411,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}}"
beehiiv,0.4608149,"meta,tiktok",0.051898,0.023411,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}}"
amazon,1.2227024,"meta,tiktok",0.051898,0.023411,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}}"
meta,0.064762324,"meta,tiktok",0.072657,0.011706,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}}"
google,-0.016220536,"meta,tiktok",0.072657,0.011706,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}}"
snapchat,-0.012673594,"meta,tiktok",0.072657,0.011706,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}}"
tiktok,0.06838746,"meta,tiktok",0.072657,0.011706,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}}"
moloco,0.1649981,"meta,tiktok",0.072657,0.011706,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}}"
liveintent,0.12483148,"meta,tiktok",0.072657,0.011706,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}}"
beehiiv,0.2684092,"meta,tiktok",0.072657,0.011706,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}}"
amazon,0.024424564,"meta,tiktok",0.072657,0.011706,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}}"
meta,1.0734762,"meta,tiktok",0.072657,0.011706,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}}"
google,0.060906135,"meta,tiktok",0.072657,0.011706,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}}"
snapchat,0.1066383,"meta,tiktok",0.072657,0.011706,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}}"
tiktok,1.069841,"meta,tiktok",0.072657,0.011706,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}}"
moloco,0.384768,"meta,tiktok",0.072657,0.011706,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}}"
liveintent,0.3404705,"meta,tiktok",0.072657,0.011706,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}}"
beehiiv,0.47855967,"meta,tiktok",0.072657,0.011706,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}}"
