index,channel,max_change,median_change,mean_change,n
2,google,949282819.9763932,10720834.981140494,87522918.9482114,32
7,tiktok,238820708.89875495,681959.535950765,15196044.29542942,32
6,snapchat,210866375.45776463,8837436.234559104,27964145.67223049,32
5,moloco,89547197.65173787,1125260.5607847683,9215581.87916559,32
3,liveintent,80574527.0831441,515063.23397377506,8103940.755979177,32
4,meta,40520462.59723795,592179.9060729109,3060595.4506115965,32
0,amazon,1591279.6345485942,10019.013549821277,160457.644090384,32
1,beehiiv,1365462.964288842,198375.05457118433,339565.65530878346,32
