channel,left_dollar,right_dollar,max_abs_dollar_change,median_dollar_change,mean_dollar_change,std_dollar_change,n
google,-16723591.630923199,582274681.2640166,582274681.2640166,1366175.8659757972,71547741.77883361,224389049.65429023,32
snapchat,-34289768.28918363,141546437.26823565,141546437.26823565,-6019982.259402201,6923581.412552528,58309237.62775266,32
tiktok,-1811492.4642804966,107601094.51118812,107601094.51118812,427460.6443089023,14466738.833178569,50278017.25793201,32
moloco,-946233.604376755,64495258.38035097,64495258.38035097,511214.6563685946,8857603.732788693,23383827.66931455,32
liveintent,-1950388.0758601564,57991677.076905444,57991677.076905444,154980.43682186678,7393343.872375265,21526292.4267784,32
meta,-2208829.5428783344,16100239.197892582,16100239.197892582,-205168.22237989306,2004927.0688232877,9107265.301734379,32
amazon,-45794.06461015226,1154130.126025605,1154130.126025605,-5218.626810955291,136571.89299562044,427776.4925173694,32
beehiiv,-862916.3817730525,641623.2353995105,862916.3817730525,-76612.15477215312,-65581.80188816943,490848.8668172815,32
