index,channel,max_change,median_change,mean_change,n
2,google,957835511.4486818,13839957.93572189,80318977.3094585,24
6,snapchat,594108530.080585,8592614.780032769,51175664.22521496,24
7,tiktok,229298533.4849165,2657167.0995221958,19836736.31626137,24
3,liveintent,160175830.05879426,5182000.621570576,17402687.997877363,24
5,moloco,139659926.00193018,3316236.784747064,14296928.147432001,24
4,meta,90702063.81247202,1908808.2349767403,8137456.059922737,24
1,beehiiv,69041011.44010782,2218620.425960226,8077122.244010472,24
0,amazon,3154236.0825412516,111543.55917335139,363070.6886940612,24
