channel,mu_slice_count,mu_sensitivity_roi_median,mu_sensitivity_roi_max,mu_sensitivity_contribution_median,mu_sensitivity_contribution_max,sigma_slice_count,sigma_sensitivity_roi_median,sigma_sensitivity_roi_max,sigma_sensitivity_contribution_median,sigma_sensitivity_contribution_max,mu_vs_sigma_roi_ratio,dominant_driver
amazon,2,2.0993425188275676,2.1500305839876335,3304419.307405397,3384203.6301958896,2,1.1585832085957128,2.1500305839876335,1692101.8150979448,3384203.6301958896,1.8119911485443705,mu
beehiiv,2,2.1926123165215055,2.292501161086063,71955456.82935876,75233531.74877831,2,1.2591643521624307,2.292501161086063,37616765.87438916,75233531.74877831,1.7413233727241517,mu
google,2,0.8712397942847263,1.054872702136636,897250130.9511559,1086365288.107558,2,0.5801786340105659,1.054872702136636,543182644.053779,1086365288.107558,1.5016750759368014,mu
liveintent,2,2.070247751828283,2.148128702516357,165203115.10546064,171417915.07308877,2,1.132805859960305,2.148128702516357,85708957.53654438,171417915.07308877,1.8275397621096585,mu
meta,2,1.026533396753172,1.2248591494436065,86245037.542841,102907536.82498711,2,0.6832157347692798,1.2282985566432276,51598250.70795256,103196501.41590512,1.5025025691187128,mu
moloco,2,1.765251111611724,1.850833807773888,148675558.08141422,155883628.95038223,2,1.027873930837959,1.8729055784766873,78871294.93423118,157742589.86846235,1.7173809536862457,mu
snapchat,2,1.3348194235625366,1.5323034329836567,579636913.1714714,665393098.3160313,2,0.8347198248965044,1.5323034329836567,332696549.15801567,665393098.3160313,1.5991227041097755,mu
tiktok,2,1.2655745466891677,1.466667914794137,221815353.59186,257060686.76316407,2,0.8005837176119287,1.466667914794137,128530343.38158204,257060686.76316407,1.5808147466004754,mu
