channel,left_dollar,right_dollar,max_abs_dollar_change,median_dollar_change,mean_dollar_change,std_dollar_change,n
google,-34414463.70510712,501511177.12879103,501511177.12879103,464265.0693178624,59763727.42844414,227139116.74130583,24
snapchat,-20051710.302652013,364019236.29777557,364019236.29777557,-4697516.749850988,35468988.95006559,148856531.19703263,24
tiktok,-7926777.806375568,137857763.39555848,137857763.39555848,-669827.7239845321,15122074.865858784,56548739.20144076,24
liveintent,-12018552.731857553,129404166.03114185,129404166.03114185,-1268122.4001978561,10710516.034865266,44919197.35299634,24
moloco,-5563754.86067185,106366072.75785649,106366072.75785649,644573.9848366007,11516895.624413794,37322833.08482746,24
beehiiv,-4433410.24750816,54645611.71346921,54645611.71346921,1486992.617377013,6294288.592825737,18712001.138792347,24
meta,-1919169.9971561811,49221212.2345784,49221212.2345784,1382565.917009998,6878092.402551364,21383309.36646728,24
amazon,-185168.1337853024,2599506.2204372683,2599506.2204372683,78857.47769234411,285767.08784042345,871376.1413754538,24
