index,channel,max_change,median_change,mean_change,n
2,google,394450720.8027094,6118290.533945262,42416683.91016689,27
6,snapchat,134622422.61918026,5279972.886913061,19843253.477798086,27
7,tiktok,121507608.08569542,3342184.4737137556,17066822.746847816,27
4,meta,29482165.102192312,579403.6143558249,3774868.011717607,27
5,moloco,2390743.7361774035,744701.596824266,883440.285321965,27
3,liveintent,1201409.1872042457,549909.404706806,516991.9818077428,27
0,amazon,523043.593493665,19787.66571228509,87774.20620254136,27
1,beehiiv,263558.3303646287,118039.11667494384,125137.70936668864,27
