channel,spend_reference,immediate_component,carryover_component,immediate_share,carryover_share,struct_profile_id,run_id
google,10298543.94665,4879944.771424594,5418599.175225406,0.4738480310133536,0.5261519689866464,alpha=0.5500|ec=0.5000|slope=1.2900|lag=4.0000|decay=geometric,"multi|amazon,google,meta,snapchat,tiktok|pmode=roi|rpk=60.0|target=tiktok|mu=2.000000|sigma=0.500000|dist=LogNormal|2.000000|0.500000|LogNormal|alpha=0p55|ec=0p5|slope=1p29|lag=4|decay=geometric"
snapchat,4342436.908989999,2057655.1791246247,2284781.729865375,0.4738480310133536,0.5261519689866464,alpha=0.5500|ec=0.5000|slope=1.2900|lag=4.0000|decay=geometric,"multi|amazon,google,meta,snapchat,tiktok|pmode=roi|rpk=60.0|target=tiktok|mu=2.000000|sigma=0.500000|dist=LogNormal|2.000000|0.500000|LogNormal|alpha=0p55|ec=0p5|slope=1p29|lag=4|decay=geometric"
tiktok,1752685.00913,830506.3405628721,922178.6685671278,0.4738480310133536,0.5261519689866464,alpha=0.5500|ec=0.5000|slope=1.2900|lag=4.0000|decay=geometric,"multi|amazon,google,meta,snapchat,tiktok|pmode=roi|rpk=60.0|target=tiktok|mu=2.000000|sigma=0.500000|dist=LogNormal|2.000000|0.500000|LogNormal|alpha=0p55|ec=0p5|slope=1p29|lag=4|decay=geometric"
moloco,842234.6095886,399091.2114048587,443143.3981837413,0.4738480310133536,0.5261519689866464,alpha=0.5500|ec=0.5000|slope=1.2900|lag=4.0000|decay=geometric,"multi|amazon,google,meta,snapchat,tiktok|pmode=roi|rpk=60.0|target=tiktok|mu=2.000000|sigma=0.500000|dist=LogNormal|2.000000|0.500000|LogNormal|alpha=0p55|ec=0p5|slope=1p29|lag=4|decay=geometric"
meta,840158.1265220001,398107.2739923177,442050.85252968234,0.4738480310133536,0.5261519689866464,alpha=0.5500|ec=0.5000|slope=1.2900|lag=4.0000|decay=geometric,"multi|amazon,google,meta,snapchat,tiktok|pmode=roi|rpk=60.0|target=tiktok|mu=2.000000|sigma=0.500000|dist=LogNormal|2.000000|0.500000|LogNormal|alpha=0p55|ec=0p5|slope=1p29|lag=4|decay=geometric"
liveintent,797987.173079,378124.6507373963,419862.52234160365,0.4738480310133536,0.5261519689866464,alpha=0.5500|ec=0.5000|slope=1.2900|lag=4.0000|decay=geometric,"multi|amazon,google,meta,snapchat,tiktok|pmode=roi|rpk=60.0|target=tiktok|mu=2.000000|sigma=0.500000|dist=LogNormal|2.000000|0.500000|LogNormal|alpha=0p55|ec=0p5|slope=1p29|lag=4|decay=geometric"
beehiiv,328172.2732613,155503.78551804324,172668.48774325676,0.4738480310133536,0.5261519689866464,alpha=0.5500|ec=0.5000|slope=1.2900|lag=4.0000|decay=geometric,"multi|amazon,google,meta,snapchat,tiktok|pmode=roi|rpk=60.0|target=tiktok|mu=2.000000|sigma=0.500000|dist=LogNormal|2.000000|0.500000|LogNormal|alpha=0p55|ec=0p5|slope=1p29|lag=4|decay=geometric"
amazon,15740.258094,7458.490305483902,8281.7677885161,0.4738480310133536,0.5261519689866464,alpha=0.5500|ec=0.5000|slope=1.2900|lag=4.0000|decay=geometric,"multi|amazon,google,meta,snapchat,tiktok|pmode=roi|rpk=60.0|target=tiktok|mu=2.000000|sigma=0.500000|dist=LogNormal|2.000000|0.500000|LogNormal|alpha=0p55|ec=0p5|slope=1p29|lag=4|decay=geometric"
