channel,mu_sensitivity_roi_median,mu_sensitivity_roi_max,mu_sensitivity_contribution_median,mu_sensitivity_contribution_max
tiktok,1.1701414894968427,1.4201969229849054,123053366.83212993,149349471.41569185
amazon,1.0005079514036574,1.0295315986652471,944895.2028115669,972305.5847351649
meta,0.7464850953648179,0.8961062843181813,37629931.151898116,45172258.61984125
google,0.5934216114335383,0.8190419303098073,366682712.6544093,506096358.8066758
snapchat,0.4813575597557549,0.49485824618294527,125415890.03428495,128933442.77657288
moloco,0.05881835379598982,0.07415220867609612,2972331.194760576,3747213.391466655
liveintent,0.02772223872326629,0.029617287959748217,1327319.4546120279,1418052.953595966
beehiiv,0.01383286182535809,0.023735258622715916,272373.7026562337,467355.2267196933
