channel,mu_slice_count,mu_sensitivity_roi_median,mu_sensitivity_roi_max,mu_sensitivity_contribution_median,mu_sensitivity_contribution_max,sigma_slice_count,sigma_sensitivity_roi_median,sigma_sensitivity_roi_max,sigma_sensitivity_contribution_median,sigma_sensitivity_contribution_max,mu_vs_sigma_roi_ratio,dominant_driver
channel0,3,0.5122549183331042,0.7686960771121085,2074720172.613505,3113350796.089941,3,0.328236969892702,0.661561786433061,1329415957.683566,2679438565.8789644,1.5606252961101736,mu
channel1,3,0.5840924861103607,0.8151396877287578,1829395084.2737002,2553041809.6247063,3,0.351042657297415,0.6951703875170401,1099476070.8305519,2177294383.848706,1.6638789445337925,mu
channel2,3,0.665964619780037,0.8865872535699357,804441929.1428261,1070939715.7626871,3,0.37850117225452173,0.7248443565610796,457204788.5844397,875564820.1144335,1.7594783546197619,mu
channel3,3,0.3109713990692399,0.5621580763502667,2732205852.738071,4939140998.063905,3,0.2861911501840222,0.5211551905493252,2514485698.282892,4578888174.493015,1.0865863562492546,balanced
channel4,3,0.5076697004658248,0.7366721060918645,2423142178.4162283,3516186312.2734804,3,0.2971000688709318,0.6568353217902284,1418078934.8486717,3135119884.135455,1.708749857901817,mu
