channel,left_dollar,right_dollar,max_abs_dollar_change,median_dollar_change,mean_dollar_change,std_dollar_change,n
channel3,-674354845.1915563,1527177522.5231485,1527177522.5231485,36384021.85191345,131326518.37954268,869257362.0936043,40
channel4,-595292168.4156955,1174917952.7048242,1174917952.7048242,73295786.5565058,126808356.83795325,611911055.7227838,40
channel0,-583774801.1850698,990081132.6749098,990081132.6749098,50902451.29644394,96633389.4661628,539773444.801816,40
channel1,-492657858.3344706,801180415.746786,801180415.746786,29629083.86087036,62723468.418545224,447780311.9206843,40
channel2,-249012967.707532,288266259.9290874,288266259.9290874,5007856.056845784,16987613.848030426,188511392.46250513,40
