check,pass_count,review_count,fail_count,unknown_count,coverage_pct
convergence,45,0,0,0,100.0
baseline,45,0,0,0,100.0
bayesianppp,45,0,0,0,100.0
gof,45,0,0,0,100.0
prior_posterior_shift,45,0,0,0,100.0
roi_consistency,45,0,0,0,100.0
