targets,n_channels,n_runs_used,excluded_fail_runs,overall_weighting,baseline_mu,baseline_sigma,baseline_dist,overall_model_robustness_score,overall_model_robustness_band,overall_prior_sensitivity_subscore,overall_data_influence_subscore,overall_cross_channel_subscore,overall_adstock_proxy_subscore,target_subset_robustness_score,empirical_low_cutoff_q33,empirical_high_cutoff_q67,adstock_note
"google,meta,tiktok",8,15,True,spend,0.051898,0.016722,LogNormal,27.663385643870964,Low,23.594138935583615,29.794412029940915,34.474069318338834,35.13764338692109,11.820858618854787,34.88095238095238,65.23809523809524,Proxy-only (no adstock sweep in current experiment design)
