channel,in_target_set,n_runs_used,channel_total_spend,sensitivity_mu_elasticity_median,sensitivity_sigma_elasticity_median,sensitivity_joint_elasticity_median,sensitivity_dist_shift_median,prior_sensitivity_raw,data_diffuse_shift_median,data_prior_shift_flag_rate,data_influence_raw,cross_channel_coupling_raw,adstock_proxy_sign_flip_rate,adstock_proxy_raw,prior_sensitivity_fragility_rank,data_influence_fragility_rank,cross_channel_fragility_rank,adstock_proxy_fragility_rank,prior_sensitivity_subscore,data_influence_subscore,cross_channel_subscore,adstock_proxy_subscore,overall_channel_robustness_score,robustness_band,targets
google,True,15,10298543.94665,1.1068185654286955,0.7200359746312383,0.4553601533718736,0.5261777086650816,0.7020981005242222,0.4064548153528144,0.0,0.2032274076764072,0.7646619739213981,0.26666666666666666,0.26666666666666666,1.0,1.0,0.5714285714285714,0.6666666666666666,0.0,0.0,42.85714285714286,33.333333333333336,8.095238095238095,Low,"google,meta,tiktok"
meta,True,15,840158.1265220001,1.075855461713675,0.49871226609447383,0.43917534311579187,0.15489502395202004,0.5421595237189902,0.3511566264042366,0.0,0.1755783132021183,0.806770729954665,0.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,14.28571428571429,14.28571428571429,14.28571428571429,100.0,18.571428571428573,Low,"google,meta,tiktok"
tiktok,True,15,1752685.00913,1.0853051618303808,0.4263844692474564,0.45422746487504473,0.12508116235733024,0.5227495645775531,0.3342199410121991,0.0,0.16710997050609955,0.7835959932599967,0.06666666666666667,0.06666666666666667,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.3333333333333333,28.57142857142857,28.57142857142857,28.57142857142857,66.66666666666667,30.476190476190474,Low,"google,meta,tiktok"
liveintent,False,15,797987.173079,0.38709016693793624,0.1423218990344134,0.1423218990344134,1.3845363118455807,0.5140675692130859,0.13073659447649333,0.0,0.06536829723824666,0.6029570548915555,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.8333333333333334,42.85714285714286,42.85714285714286,57.14285714285714,16.666666666666664,43.6904761904762,Medium,"google,meta,tiktok"
snapchat,False,15,4342436.908989999,0.17412016318367432,0.0873175076264051,0.07502923031240334,1.2888395400263408,0.4063266102872059,0.09180609509573529,0.0,0.04590304754786764,0.9725245795519786,0.6,0.6,0.42857142857142855,0.14285714285714285,1.0,1.0,57.14285714285714,85.71428571428572,0.0,0.0,54.285714285714285,Medium,"google,meta,tiktok"
beehiiv,False,15,328172.2732613,0.3936051593755772,0.1308859630978152,0.14332628319812726,0.5310901794807682,0.2997268962880719,0.11658888963426903,0.0,0.058294444817134514,0.48364616177052,0.0,0.0,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.0,71.42857142857143,57.14285714285714,85.71428571428572,100.0,70.71428571428572,High,"google,meta,tiktok"
amazon,False,15,15740.258094,0.23008213148071918,0.07986161845625897,0.08699979107176259,0.7230363618583593,0.279994975716775,0.09631445770020206,0.0,0.04815722885010103,0.5518022698751952,0.2,0.2,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.5,85.71428571428572,71.42857142857143,71.42857142857143,50.0,77.5,High,"google,meta,tiktok"
moloco,False,15,842234.6095886,0.056457948969848154,0.02204457627291171,0.014524907951328839,0.3333155082342857,0.10658573535709359,0.029807821640191537,0.0,0.014903910820095768,0.4483476572278057,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,High,"google,meta,tiktok"
